Estados Sociedades;Actividad económica;Periodo;Total
Sociedades Constituídas;J Información y comunicaciones;2023M08;4,68
Sociedades Constituídas;J Información y comunicaciones;2023M07;4,94
Sociedades Constituídas;J Información y comunicaciones;2023M06;4,26
Sociedades Constituídas;J Información y comunicaciones;2023M05;4,51
Sociedades Constituídas;J Información y comunicaciones;2023M04;4,58
Sociedades Constituídas;J Información y comunicaciones;2023M03;4,13
Sociedades Constituídas;J Información y comunicaciones;2023M02;4,3
Sociedades Constituídas;J Información y comunicaciones;2023M01;4,17
Sociedades Constituídas;J Información y comunicaciones;2022M12;4,22
Sociedades Constituídas;J Información y comunicaciones;2022M11;4,05
Sociedades Constituídas;J Información y comunicaciones;2022M10;4,67
Sociedades Constituídas;J Información y comunicaciones;2022M09;4,33
Sociedades Constituídas;J Información y comunicaciones;2022M08;4,89
Sociedades Constituídas;J Información y comunicaciones;2022M07;4,76
Sociedades Constituídas;J Información y comunicaciones;2022M06;4,15
Sociedades Constituídas;J Información y comunicaciones;2022M05;4,15
Sociedades Constituídas;J Información y comunicaciones;2022M04;4,32
Sociedades Constituídas;J Información y comunicaciones;2022M03;4,31
Sociedades Constituídas;J Información y comunicaciones;2022M02;5,14
Sociedades Constituídas;J Información y comunicaciones;2022M01;4,43
Sociedades Constituídas;J Información y comunicaciones;2021M12;4,17
Sociedades Constituídas;J Información y comunicaciones;2021M11;4,3
Sociedades Constituídas;J Información y comunicaciones;2021M10;4,87
Sociedades Constituídas;J Información y comunicaciones;2021M09;4,81
Sociedades Constituídas;J Información y comunicaciones;2021M08;4,29
Sociedades Constituídas;J Información y comunicaciones;2021M07;4,52
Sociedades Constituídas;J Información y comunicaciones;2021M06;4,36
Sociedades Constituídas;J Información y comunicaciones;2021M05;4,15
Sociedades Constituídas;J Información y comunicaciones;2021M04;4,51
Sociedades Constituídas;J Información y comunicaciones;2021M03;4,89
Sociedades Constituídas;J Información y comunicaciones;2021M02;5,1
Sociedades Constituídas;J Información y comunicaciones;2021M01;4,9
Sociedades Constituídas;J Información y comunicaciones;2020M12;4,56
Sociedades Constituídas;J Información y comunicaciones;2020M11;4,89
Sociedades Constituídas;J Información y comunicaciones;2020M10;4,68
Sociedades Constituídas;J Información y comunicaciones;2020M09;4,88
Sociedades Constituídas;J Información y comunicaciones;2020M08;5,03
Sociedades Constituídas;J Información y comunicaciones;2020M07;5,23
Sociedades Constituídas;J Información y comunicaciones;2020M06;4,83
Sociedades Constituídas;J Información y comunicaciones;2020M05;4,49
Sociedades Constituídas;J Información y comunicaciones;2020M04;3,89
Sociedades Constituídas;J Información y comunicaciones;2020M03;4,03
Sociedades Constituídas;J Información y comunicaciones;2020M02;4,53
Sociedades Constituídas;J Información y comunicaciones;2020M01;4,16
Sociedades Constituídas;J Información y comunicaciones;2019M12;3,86
Sociedades Constituídas;J Información y comunicaciones;2019M11;4,37
Sociedades Constituídas;J Información y comunicaciones;2019M10;4,72
Sociedades Constituídas;J Información y comunicaciones;2019M09;4,03
Sociedades Constituídas;J Información y comunicaciones;2019M08;4,96
Sociedades Constituídas;J Información y comunicaciones;2019M07;4,3
Sociedades Constituídas;J Información y comunicaciones;2019M06;4,44
Sociedades Constituídas;J Información y comunicaciones;2019M05;4,1
Sociedades Constituídas;J Información y comunicaciones;2019M04;3,94
Sociedades Constituídas;J Información y comunicaciones;2019M03;4,04
Sociedades Constituídas;J Información y comunicaciones;2019M02;4,69
Sociedades Constituídas;J Información y comunicaciones;2019M01;3,66
Sociedades Constituídas;J Información y comunicaciones;2018M12;3,2
Sociedades Constituídas;J Información y comunicaciones;2018M11;4,75
Sociedades Constituídas;J Información y comunicaciones;2018M10;3,78
Sociedades Constituídas;J Información y comunicaciones;2018M09;4,07
Sociedades Constituídas;J Información y comunicaciones;2018M08;4,5
Sociedades Constituídas;J Información y comunicaciones;2018M07;4,31
Sociedades Constituídas;J Información y comunicaciones;2018M06;4,22
Sociedades Constituídas;J Información y comunicaciones;2018M05;4,29
Sociedades Constituídas;J Información y comunicaciones;2018M04;4,09
Sociedades Constituídas;J Información y comunicaciones;2018M03;3,81
Sociedades Constituídas;J Información y comunicaciones;2018M02;4,25
Sociedades Constituídas;J Información y comunicaciones;2018M01;4,29
Sociedades Constituídas;J Información y comunicaciones;2017M12;4,26
Sociedades Constituídas;J Información y comunicaciones;2017M11;3,59
Sociedades Constituídas;J Información y comunicaciones;2017M10;3,85
Sociedades Constituídas;J Información y comunicaciones;2017M09;4,56
Sociedades Constituídas;J Información y comunicaciones;2017M08;4,6
Sociedades Constituídas;J Información y comunicaciones;2017M07;3,93
Sociedades Constituídas;J Información y comunicaciones;2017M06;4,83
Sociedades Constituídas;J Información y comunicaciones;2017M05;3,94
Sociedades Constituídas;J Información y comunicaciones;2017M04;4,63
Sociedades Constituídas;J Información y comunicaciones;2017M03;4,55
Sociedades Constituídas;J Información y comunicaciones;2017M02;4,26
Sociedades Constituídas;J Información y comunicaciones;2017M01;4,52
Sociedades Constituídas;J Información y comunicaciones;2016M12;4,6
Sociedades Constituídas;J Información y comunicaciones;2016M11;4,49
Sociedades Constituídas;J Información y comunicaciones;2016M10;4,53
Sociedades Constituídas;J Información y comunicaciones;2016M09;4,77
Sociedades Constituídas;J Información y comunicaciones;2016M08;4,63
Sociedades Constituídas;J Información y comunicaciones;2016M07;4,48
Sociedades Constituídas;J Información y comunicaciones;2016M06;4,48
Sociedades Constituídas;J Información y comunicaciones;2016M05;3,96
Sociedades Constituídas;J Información y comunicaciones;2016M04;4,39
Sociedades Constituídas;J Información y comunicaciones;2016M03;4,66
Sociedades Constituídas;J Información y comunicaciones;2016M02;3,89
Sociedades Constituídas;J Información y comunicaciones;2016M01;3,64
Sociedades Constituídas;J Información y comunicaciones;2015M12;3,8
Sociedades Constituídas;J Información y comunicaciones;2015M11;4,42
Sociedades Constituídas;J Información y comunicaciones;2015M10;4,41
Sociedades Constituídas;J Información y comunicaciones;2015M09;4,93
Sociedades Constituídas;J Información y comunicaciones;2015M08;4,83
Sociedades Constituídas;J Información y comunicaciones;2015M07;4,27
Sociedades Constituídas;J Información y comunicaciones;2015M06;4,27
Sociedades Constituídas;J Información y comunicaciones;2015M05;4,05
Sociedades Constituídas;J Información y comunicaciones;2015M04;4,03
Sociedades Constituídas;J Información y comunicaciones;2015M03;4,08
Sociedades Constituídas;J Información y comunicaciones;2015M02;3,81
Sociedades Constituídas;J Información y comunicaciones;2015M01;4,17
Sociedades Constituídas;J Información y comunicaciones;2014M12;4,2
Sociedades Constituídas;J Información y comunicaciones;2014M11;4,08
Sociedades Constituídas;J Información y comunicaciones;2014M10;4,79
Sociedades Constituídas;J Información y comunicaciones;2014M09;4,78
Sociedades Constituídas;J Información y comunicaciones;2014M08;4,55
Sociedades Constituídas;J Información y comunicaciones;2014M07;4,24
Sociedades Constituídas;J Información y comunicaciones;2014M06;4,01
Sociedades Constituídas;J Información y comunicaciones;2014M05;3,96
Sociedades Constituídas;J Información y comunicaciones;2014M04;4,45
Sociedades Constituídas;J Información y comunicaciones;2014M03;4,38
Sociedades Constituídas;J Información y comunicaciones;2014M02;4,49
Sociedades Constituídas;J Información y comunicaciones;2014M01;4,49
Sociedades Constituídas;J Información y comunicaciones;2013M12;4,48
Sociedades Constituídas;J Información y comunicaciones;2013M11;4,3
Sociedades Constituídas;J Información y comunicaciones;2013M10;4,96
Sociedades Constituídas;J Información y comunicaciones;2013M09;4,37
Sociedades Constituídas;J Información y comunicaciones;2013M08;4,48
Sociedades Constituídas;J Información y comunicaciones;2013M07;4,06
Sociedades Constituídas;J Información y comunicaciones;2013M06;4,57
Sociedades Constituídas;J Información y comunicaciones;2013M05;4,35
Sociedades Constituídas;J Información y comunicaciones;2013M04;4
Sociedades Constituídas;J Información y comunicaciones;2013M03;3,77
Sociedades Constituídas;J Información y comunicaciones;2013M02;4,21
Sociedades Constituídas;J Información y comunicaciones;2013M01;4,09
Sociedades Constituídas;J Información y comunicaciones;2012M12;4,51
Sociedades Constituídas;J Información y comunicaciones;2012M11;4,58
Sociedades Constituídas;J Información y comunicaciones;2012M10;4,65
Sociedades Constituídas;J Información y comunicaciones;2012M09;4,47
Sociedades Constituídas;J Información y comunicaciones;2012M08;4,13
Sociedades Constituídas;J Información y comunicaciones;2012M07;4,67
Sociedades Constituídas;J Información y comunicaciones;2012M06;4,05
Sociedades Constituídas;J Información y comunicaciones;2012M05;3,96
Sociedades Constituídas;J Información y comunicaciones;2012M04;4,38
Sociedades Constituídas;J Información y comunicaciones;2012M03;4,65
Sociedades Constituídas;J Información y comunicaciones;2012M02;4,53
Sociedades Constituídas;J Información y comunicaciones;2012M01;4,47
Sociedades Constituídas;Inmobiliarias financieras y seguros;2023M09;15,59
Sociedades Constituídas;Inmobiliarias financieras y seguros;2023M08;17,45
Sociedades Constituídas;Inmobiliarias financieras y seguros;2023M07;16,61
Sociedades Constituídas;Inmobiliarias financieras y seguros;2023M06;17,74
Sociedades Constituídas;Inmobiliarias financieras y seguros;2023M05;16,66
Sociedades Constituídas;Inmobiliarias financieras y seguros;2023M04;15,72
Sociedades Constituídas;Inmobiliarias financieras y seguros;2023M03;16,53
Sociedades Constituídas;Inmobiliarias financieras y seguros;2023M02;16,7
Sociedades Constituídas;Inmobiliarias financieras y seguros;2023M01;16,83
Sociedades Constituídas;Inmobiliarias financieras y seguros;2022M12;16,9
Sociedades Constituídas;Inmobiliarias financieras y seguros;2022M11;17,2
Sociedades Constituídas;Inmobiliarias financieras y seguros;2022M10;16,9
Sociedades Constituídas;Inmobiliarias financieras y seguros;2022M09;16,72
Sociedades Constituídas;Inmobiliarias financieras y seguros;2022M08;18,2
Sociedades Constituídas;Inmobiliarias financieras y seguros;2022M07;17,79
Sociedades Constituídas;Inmobiliarias financieras y seguros;2022M06;15,65
Sociedades Constituídas;Inmobiliarias financieras y seguros;2022M05;15,65
Sociedades Constituídas;Inmobiliarias financieras y seguros;2022M04;16,76
Sociedades Constituídas;Inmobiliarias financieras y seguros;2022M03;16,17
Sociedades Constituídas;Inmobiliarias financieras y seguros;2022M02;16,67
Sociedades Constituídas;Inmobiliarias financieras y seguros;2022M01;16,22
Sociedades Constituídas;Inmobiliarias financieras y seguros;2021M12;16,68
Sociedades Constituídas;Inmobiliarias financieras y seguros;2021M11;17,83
Sociedades Constituídas;Inmobiliarias financieras y seguros;2021M10;16,22
Sociedades Constituídas;Inmobiliarias financieras y seguros;2021M09;15,34
Sociedades Constituídas;Inmobiliarias financieras y seguros;2021M08;17,08
Sociedades Constituídas;Inmobiliarias financieras y seguros;2021M07;17,15
Sociedades Constituídas;Inmobiliarias financieras y seguros;2021M06;15,8
Sociedades Constituídas;Inmobiliarias financieras y seguros;2021M05;15,64
Sociedades Constituídas;Inmobiliarias financieras y seguros;2021M04;16,36
Sociedades Constituídas;Inmobiliarias financieras y seguros;2021M03;14,83
Sociedades Constituídas;Inmobiliarias financieras y seguros;2021M02;15,91
Sociedades Constituídas;Inmobiliarias financieras y seguros;2021M01;16,82
Sociedades Constituídas;Inmobiliarias financieras y seguros;2020M12;16,54
Sociedades Constituídas;Inmobiliarias financieras y seguros;2020M11;15,65
Sociedades Constituídas;Inmobiliarias financieras y seguros;2020M10;15,3
Sociedades Constituídas;Inmobiliarias financieras y seguros;2020M09;14,13
Sociedades Constituídas;Inmobiliarias financieras y seguros;2020M08;16,53
Sociedades Constituídas;Inmobiliarias financieras y seguros;2020M07;14,46
Sociedades Constituídas;Inmobiliarias financieras y seguros;2020M06;14,32
Sociedades Constituídas;Inmobiliarias financieras y seguros;2020M05;13,71
Sociedades Constituídas;Inmobiliarias financieras y seguros;2020M04;15,27
Sociedades Constituídas;Inmobiliarias financieras y seguros;2020M03;14,6
Sociedades Constituídas;Inmobiliarias financieras y seguros;2020M02;15,91
Sociedades Constituídas;Inmobiliarias financieras y seguros;2020M01;15,31
Sociedades Constituídas;Inmobiliarias financieras y seguros;2019M12;16,83
Sociedades Constituídas;Inmobiliarias financieras y seguros;2019M11;16,41
Sociedades Constituídas;Inmobiliarias financieras y seguros;2019M10;14,91
Sociedades Constituídas;Inmobiliarias financieras y seguros;2019M09;14,07
Sociedades Constituídas;Inmobiliarias financieras y seguros;2019M08;15,4
Sociedades Constituídas;Inmobiliarias financieras y seguros;2019M07;17,58
Sociedades Constituídas;Inmobiliarias financieras y seguros;2019M06;15,76
Sociedades Constituídas;Inmobiliarias financieras y seguros;2019M05;15,3
Sociedades Constituídas;Inmobiliarias financieras y seguros;2019M04;14,38
Sociedades Constituídas;Inmobiliarias financieras y seguros;2019M03;13,66
Sociedades Constituídas;Inmobiliarias financieras y seguros;2019M02;13,84
Sociedades Constituídas;Inmobiliarias financieras y seguros;2019M01;12,48
Sociedades Constituídas;Inmobiliarias financieras y seguros;2018M12;13,96
Sociedades Constituídas;Inmobiliarias financieras y seguros;2018M11;15,34
Sociedades Constituídas;Inmobiliarias financieras y seguros;2018M10;15,6
Sociedades Constituídas;Inmobiliarias financieras y seguros;2018M09;15,88
Sociedades Constituídas;Inmobiliarias financieras y seguros;2018M08;15,86
Sociedades Constituídas;Inmobiliarias financieras y seguros;2018M07;14,1
Sociedades Constituídas;Inmobiliarias financieras y seguros;2018M06;14,99
Sociedades Constituídas;Inmobiliarias financieras y seguros;2018M05;15,5
Sociedades Constituídas;Inmobiliarias financieras y seguros;2018M04;13,56
Sociedades Constituídas;Inmobiliarias financieras y seguros;2018M03;11,95
Sociedades Constituídas;Inmobiliarias financieras y seguros;2018M02;12,63
Sociedades Constituídas;Inmobiliarias financieras y seguros;2018M01;15,4
Sociedades Constituídas;Inmobiliarias financieras y seguros;2017M12;15,09
Sociedades Constituídas;Inmobiliarias financieras y seguros;2017M11;13,56
Sociedades Constituídas;Inmobiliarias financieras y seguros;2017M10;14,1
Sociedades Constituídas;Inmobiliarias financieras y seguros;2017M09;14,44
Sociedades Constituídas;Inmobiliarias financieras y seguros;2017M08;14,67
Sociedades Constituídas;Inmobiliarias financieras y seguros;2017M07;14,92
Sociedades Constituídas;Inmobiliarias financieras y seguros;2017M06;15,84
Sociedades Constituídas;Inmobiliarias financieras y seguros;2017M05;14,59
Sociedades Constituídas;Inmobiliarias financieras y seguros;2017M04;12,8
Sociedades Constituídas;Inmobiliarias financieras y seguros;2017M03;11,69
Sociedades Constituídas;Inmobiliarias financieras y seguros;2017M02;10,95
Sociedades Constituídas;Inmobiliarias financieras y seguros;2017M01;11,73
Sociedades Constituídas;Inmobiliarias financieras y seguros;2016M12;12,85
Sociedades Constituídas;Inmobiliarias financieras y seguros;2016M11;11,92
Sociedades Constituídas;Inmobiliarias financieras y seguros;2016M10;12,81
Sociedades Constituídas;Inmobiliarias financieras y seguros;2016M09;8,28
Sociedades Constituídas;Inmobiliarias financieras y seguros;2016M08;11,08
Sociedades Constituídas;Inmobiliarias financieras y seguros;2016M07;9,97
Sociedades Constituídas;Inmobiliarias financieras y seguros;2016M06;9,82
Sociedades Constituídas;Inmobiliarias financieras y seguros;2016M05;5,88
Sociedades Constituídas;Inmobiliarias financieras y seguros;2016M04;9,25
Sociedades Constituídas;Inmobiliarias financieras y seguros;2016M03;10,48
Sociedades Constituídas;Inmobiliarias financieras y seguros;2016M02;10,09
Sociedades Constituídas;Inmobiliarias financieras y seguros;2016M01;10,63
Sociedades Constituídas;Inmobiliarias financieras y seguros;2015M12;8,02
Sociedades Constituídas;Inmobiliarias financieras y seguros;2015M11;6,76
Sociedades Constituídas;Inmobiliarias financieras y seguros;2015M10;12,52
Sociedades Constituídas;Inmobiliarias financieras y seguros;2015M09;10,24
Sociedades Constituídas;Inmobiliarias financieras y seguros;2015M08;11,28
Sociedades Constituídas;Inmobiliarias financieras y seguros;2015M07;11,54
Sociedades Constituídas;Inmobiliarias financieras y seguros;2015M06;11,27
Sociedades Constituídas;Inmobiliarias financieras y seguros;2015M05;10,6
Sociedades Constituídas;Inmobiliarias financieras y seguros;2015M04;10,43
Sociedades Constituídas;Inmobiliarias financieras y seguros;2015M03;9,91
Sociedades Constituídas;Inmobiliarias financieras y seguros;2015M02;10,26
Sociedades Constituídas;Inmobiliarias financieras y seguros;2015M01;11,13
Sociedades Constituídas;Inmobiliarias financieras y seguros;2014M12;12,06
Sociedades Constituídas;Inmobiliarias financieras y seguros;2014M11;12,15
Sociedades Constituídas;Inmobiliarias financieras y seguros;2014M10;10,61
Sociedades Constituídas;Inmobiliarias financieras y seguros;2014M09;9,87
Sociedades Constituídas;Inmobiliarias financieras y seguros;2014M08;11,02
Sociedades Constituídas;Inmobiliarias financieras y seguros;2014M07;10,95
Sociedades Constituídas;Inmobiliarias financieras y seguros;2014M06;11,44
Sociedades Constituídas;Inmobiliarias financieras y seguros;2014M05;9,77
Sociedades Constituídas;Inmobiliarias financieras y seguros;2014M04;9,66
Sociedades Constituídas;Inmobiliarias financieras y seguros;2014M03;10,53
Sociedades Constituídas;Inmobiliarias financieras y seguros;2014M02;10,24
Sociedades Constituídas;Inmobiliarias financieras y seguros;2014M01;10,95
Sociedades Constituídas;Inmobiliarias financieras y seguros;2013M12;11,32
Sociedades Constituídas;Inmobiliarias financieras y seguros;2013M11;9,82
Sociedades Constituídas;Inmobiliarias financieras y seguros;2013M10;10,22
Sociedades Constituídas;Inmobiliarias financieras y seguros;2013M09;8,47
Sociedades Constituídas;Inmobiliarias financieras y seguros;2013M08;10,59
Sociedades Constituídas;Inmobiliarias financieras y seguros;2013M07;10,32
Sociedades Constituídas;Inmobiliarias financieras y seguros;2013M06;9,37
Sociedades Constituídas;Inmobiliarias financieras y seguros;2013M05;10,12
Sociedades Constituídas;Inmobiliarias financieras y seguros;2013M04;9,25
Sociedades Constituídas;Inmobiliarias financieras y seguros;2013M03;9,9
Sociedades Constituídas;Inmobiliarias financieras y seguros;2013M02;9,27
Sociedades Constituídas;Inmobiliarias financieras y seguros;2013M01;9,81
Sociedades Constituídas;Inmobiliarias financieras y seguros;2012M12;10,99
Sociedades Constituídas;Inmobiliarias financieras y seguros;2012M11;10,89
Sociedades Constituídas;Inmobiliarias financieras y seguros;2012M10;9,57
Sociedades Constituídas;Inmobiliarias financieras y seguros;2012M09;9,31
Sociedades Constituídas;Inmobiliarias financieras y seguros;2012M08;10,96
Sociedades Constituídas;Inmobiliarias financieras y seguros;2012M07;9,83
Sociedades Constituídas;Inmobiliarias financieras y seguros;2012M06;10,59
Sociedades Constituídas;Inmobiliarias financieras y seguros;2012M05;9,85
Sociedades Constituídas;Inmobiliarias financieras y seguros;2012M04;9,9
Sociedades Constituídas;Inmobiliarias financieras y seguros;2012M03;10
Sociedades Constituídas;Inmobiliarias financieras y seguros;2012M02;4,02
Sociedades Constituídas;Inmobiliarias financieras y seguros;2012M01;9,12
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2023M09;10,16
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2023M08;10,23
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2023M07;10,32
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2023M06;9,69
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2023M05;10,17
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2023M04;9,59
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2023M03;9,33
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2023M02;10,21
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2023M01;10,75
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2022M12;10,17
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2022M11;9,96
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2022M10;10,13
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2022M09;9,63
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2022M08;10,69
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2022M07;8,63
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2022M06;10,63
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2022M05;10,63
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2022M04;10,34
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2022M03;10,7
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2022M02;11,37
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2022M01;11,43
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2021M12;11,11
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2021M11;9,88
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2021M10;10,42
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2021M09;9,72
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2021M08;10,11
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2021M07;9,97
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2021M06;11,08
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2021M05;11,38
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2021M04;10,47
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2021M03;11,89
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2021M02;11,19
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2021M01;11,53
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2020M12;12,08
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2020M11;10,42
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2020M10;10,66
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2020M09;10,02
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2020M08;9,25
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2020M07;11,12
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2020M06;10,28
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2020M05;11,11
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2020M04;11,37
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2020M03;11,39
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2020M02;10,68
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2020M01;10,99
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2019M12;10,7
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2019M11;10,8
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2019M10;9,88
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2019M09;9,84
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2019M08;9,16
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2019M07;10,41
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2019M06;9,72
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2019M05;10,18
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2019M04;9,33
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2019M03;9,7
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2019M02;9,24
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2019M01;8,75
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2018M12;7,46
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2018M11;9,76
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2018M10;8,5
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2018M09;8,95
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2018M08;8,71
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2018M07;9,28
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2018M06;9,79
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2018M05;9,42
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2018M04;8,77
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2018M03;8,66
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2018M02;10,02
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2018M01;9,37
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2017M12;10,26
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2017M11;8,65
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2017M10;9,74
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2017M09;9,19
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2017M08;8,75
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2017M07;10,18
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2017M06;10,27
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2017M05;9,25
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2017M04;10,02
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2017M03;9,34
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2017M02;10,06
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2017M01;10,02
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2016M12;9,91
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2016M11;10,04
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2016M10;10,17
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2016M09;9,41
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2016M08;9,43
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2016M07;10,08
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2016M06;10,17
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2016M05;10,45
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2016M04;10,07
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2016M03;9,65
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2016M02;9,82
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2016M01;9,39
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2015M12;9,99
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2015M11;10,21
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2015M10;10,22
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2015M09;10,73
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2015M08;10,46
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2015M07;10,68
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2015M06;11,33
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2015M05;10,99
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2015M04;11,23
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2015M03;10,88
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2015M02;11,12
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2015M01;11,92
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2014M12;11,46
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2014M11;10,94
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2014M10;11,21
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2014M09;10,44
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2014M08;11,29
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2014M07;11,38
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2014M06;10,38
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2014M05;9,73
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2014M04;10,15
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2014M03;10,44
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2014M02;11,48
Sociedades Constituídas;M Actividades profesionales, científicas y técnicas;2014M01;11,69
