Estados Sociedades;Actividad económica;Periodo;Total
Disueltas;M Actividades profesionales, científicas y técnicas;2016M10;11,2
Disueltas;M Actividades profesionales, científicas y técnicas;2016M09;11,27
Disueltas;M Actividades profesionales, científicas y técnicas;2016M08;13,71
Disueltas;M Actividades profesionales, científicas y técnicas;2016M07;11,14
Disueltas;M Actividades profesionales, científicas y técnicas;2016M06;11,57
Disueltas;M Actividades profesionales, científicas y técnicas;2016M05;10,44
Disueltas;M Actividades profesionales, científicas y técnicas;2016M04;11,29
Disueltas;M Actividades profesionales, científicas y técnicas;2016M03;10,8
Disueltas;M Actividades profesionales, científicas y técnicas;2016M02;11,78
Disueltas;M Actividades profesionales, científicas y técnicas;2016M01;11,49
Disueltas;M Actividades profesionales, científicas y técnicas;2015M12;11,04
Disueltas;M Actividades profesionales, científicas y técnicas;2015M11;9,98
Disueltas;M Actividades profesionales, científicas y técnicas;2015M10;11,73
Disueltas;M Actividades profesionales, científicas y técnicas;2015M09;10,57
Disueltas;M Actividades profesionales, científicas y técnicas;2015M08;12,49
Disueltas;M Actividades profesionales, científicas y técnicas;2015M07;10,75
Disueltas;M Actividades profesionales, científicas y técnicas;2015M06;9,8
Disueltas;M Actividades profesionales, científicas y técnicas;2015M05;12,22
Disueltas;M Actividades profesionales, científicas y técnicas;2015M04;11,32
Disueltas;M Actividades profesionales, científicas y técnicas;2015M03;10,51
Disueltas;M Actividades profesionales, científicas y técnicas;2015M02;10,14
Disueltas;M Actividades profesionales, científicas y técnicas;2015M01;11,99
Disueltas;M Actividades profesionales, científicas y técnicas;2014M12;10,9
Disueltas;M Actividades profesionales, científicas y técnicas;2014M11;9,9
Disueltas;M Actividades profesionales, científicas y técnicas;2014M10;12,08
Disueltas;M Actividades profesionales, científicas y técnicas;2014M09;9,59
Disueltas;M Actividades profesionales, científicas y técnicas;2014M08;10,81
Disueltas;M Actividades profesionales, científicas y técnicas;2014M07;10,38
Disueltas;M Actividades profesionales, científicas y técnicas;2014M06;10,82
Disueltas;M Actividades profesionales, científicas y técnicas;2014M05;9,74
Disueltas;M Actividades profesionales, científicas y técnicas;2014M04;10,4
Disueltas;M Actividades profesionales, científicas y técnicas;2014M03;10,28
Disueltas;M Actividades profesionales, científicas y técnicas;2014M02;9,94
Disueltas;M Actividades profesionales, científicas y técnicas;2014M01;11,11
Disueltas;M Actividades profesionales, científicas y técnicas;2013M12;10,01
Disueltas;M Actividades profesionales, científicas y técnicas;2013M11;9,87
Disueltas;M Actividades profesionales, científicas y técnicas;2013M10;11,33
Disueltas;M Actividades profesionales, científicas y técnicas;2013M09;9,81
Disueltas;M Actividades profesionales, científicas y técnicas;2013M08;10,51
Disueltas;M Actividades profesionales, científicas y técnicas;2013M07;9,08
Disueltas;M Actividades profesionales, científicas y técnicas;2013M06;9,37
Disueltas;M Actividades profesionales, científicas y técnicas;2013M05;9,84
Disueltas;M Actividades profesionales, científicas y técnicas;2013M04;10,71
Disueltas;M Actividades profesionales, científicas y técnicas;2013M03;8,51
Disueltas;M Actividades profesionales, científicas y técnicas;2013M02;9,64
Disueltas;M Actividades profesionales, científicas y técnicas;2013M01;11,19
Disueltas;M Actividades profesionales, científicas y técnicas;2012M12;10,78
Disueltas;M Actividades profesionales, científicas y técnicas;2012M11;9,28
Disueltas;M Actividades profesionales, científicas y técnicas;2012M10;10,29
Disueltas;M Actividades profesionales, científicas y técnicas;2012M09;10,11
Disueltas;M Actividades profesionales, científicas y técnicas;2012M08;10,37
Disueltas;M Actividades profesionales, científicas y técnicas;2012M07;8,29
Disueltas;M Actividades profesionales, científicas y técnicas;2012M06;9,06
Disueltas;M Actividades profesionales, científicas y técnicas;2012M05;9,58
Disueltas;M Actividades profesionales, científicas y técnicas;2012M04;9,58
Disueltas;M Actividades profesionales, científicas y técnicas;2012M03;8,38
Disueltas;M Actividades profesionales, científicas y técnicas;2012M02;10,11
Disueltas;M Actividades profesionales, científicas y técnicas;2012M01;10,4
Disueltas;N Actividades administrativas y servicios auxiliares;2023M09;5,87
Disueltas;N Actividades administrativas y servicios auxiliares;2023M08;6,51
Disueltas;N Actividades administrativas y servicios auxiliares;2023M07;5,5
Disueltas;N Actividades administrativas y servicios auxiliares;2023M06;4,59
Disueltas;N Actividades administrativas y servicios auxiliares;2023M05;6,05
Disueltas;N Actividades administrativas y servicios auxiliares;2023M04;6,3
Disueltas;N Actividades administrativas y servicios auxiliares;2023M03;5,48
Disueltas;N Actividades administrativas y servicios auxiliares;2023M02;6,12
Disueltas;N Actividades administrativas y servicios auxiliares;2023M01;5,37
Disueltas;N Actividades administrativas y servicios auxiliares;2022M12;5,59
Disueltas;N Actividades administrativas y servicios auxiliares;2022M11;4,9
Disueltas;N Actividades administrativas y servicios auxiliares;2022M10;5
Disueltas;N Actividades administrativas y servicios auxiliares;2022M09;5,95
Disueltas;N Actividades administrativas y servicios auxiliares;2022M08;5,05
Disueltas;N Actividades administrativas y servicios auxiliares;2022M07;5,23
Disueltas;N Actividades administrativas y servicios auxiliares;2022M06;5,45
Disueltas;N Actividades administrativas y servicios auxiliares;2022M05;5,45
Disueltas;N Actividades administrativas y servicios auxiliares;2022M04;6,64
Disueltas;N Actividades administrativas y servicios auxiliares;2022M03;4,85
Disueltas;N Actividades administrativas y servicios auxiliares;2022M02;5,77
Disueltas;N Actividades administrativas y servicios auxiliares;2022M01;5,77
Disueltas;N Actividades administrativas y servicios auxiliares;2021M12;5,78
Disueltas;N Actividades administrativas y servicios auxiliares;2021M11;5,87
Disueltas;N Actividades administrativas y servicios auxiliares;2021M10;6,48
Disueltas;N Actividades administrativas y servicios auxiliares;2021M09;5,96
Disueltas;N Actividades administrativas y servicios auxiliares;2021M08;7,15
Disueltas;N Actividades administrativas y servicios auxiliares;2021M07;5,94
Disueltas;N Actividades administrativas y servicios auxiliares;2021M06;8,04
Disueltas;N Actividades administrativas y servicios auxiliares;2021M05;5,11
Disueltas;N Actividades administrativas y servicios auxiliares;2021M04;4,9
Disueltas;N Actividades administrativas y servicios auxiliares;2021M03;6,36
Disueltas;N Actividades administrativas y servicios auxiliares;2021M02;4,89
Disueltas;N Actividades administrativas y servicios auxiliares;2021M01;5,8
Disueltas;N Actividades administrativas y servicios auxiliares;2020M12;5,33
Disueltas;N Actividades administrativas y servicios auxiliares;2020M11;5,14
Disueltas;N Actividades administrativas y servicios auxiliares;2020M10;7,1
Disueltas;N Actividades administrativas y servicios auxiliares;2020M09;4,92
Disueltas;N Actividades administrativas y servicios auxiliares;2020M08;5
Disueltas;N Actividades administrativas y servicios auxiliares;2020M07;6,37
Disueltas;N Actividades administrativas y servicios auxiliares;2020M06;6,56
Disueltas;N Actividades administrativas y servicios auxiliares;2020M05;5,04
Disueltas;N Actividades administrativas y servicios auxiliares;2020M04;6,77
Disueltas;N Actividades administrativas y servicios auxiliares;2020M03;6,04
Disueltas;N Actividades administrativas y servicios auxiliares;2020M02;5,47
Disueltas;N Actividades administrativas y servicios auxiliares;2020M01;5,77
Disueltas;N Actividades administrativas y servicios auxiliares;2019M12;5,53
Disueltas;N Actividades administrativas y servicios auxiliares;2019M11;6,1
Disueltas;N Actividades administrativas y servicios auxiliares;2019M10;5,5
Disueltas;N Actividades administrativas y servicios auxiliares;2019M09;5,66
Disueltas;N Actividades administrativas y servicios auxiliares;2019M08;5,38
Disueltas;N Actividades administrativas y servicios auxiliares;2019M07;6,84
Disueltas;N Actividades administrativas y servicios auxiliares;2019M06;7,83
Disueltas;N Actividades administrativas y servicios auxiliares;2019M05;6,12
Disueltas;N Actividades administrativas y servicios auxiliares;2019M04;6,5
Disueltas;N Actividades administrativas y servicios auxiliares;2019M03;7,03
Disueltas;N Actividades administrativas y servicios auxiliares;2019M02;7,16
Disueltas;N Actividades administrativas y servicios auxiliares;2019M01;5,9
Disueltas;N Actividades administrativas y servicios auxiliares;2018M12;7,16
Disueltas;N Actividades administrativas y servicios auxiliares;2018M11;6,28
Disueltas;N Actividades administrativas y servicios auxiliares;2018M10;6,21
Disueltas;N Actividades administrativas y servicios auxiliares;2018M09;4,97
Disueltas;N Actividades administrativas y servicios auxiliares;2018M08;5,13
Disueltas;N Actividades administrativas y servicios auxiliares;2018M07;6,61
Disueltas;N Actividades administrativas y servicios auxiliares;2018M06;6,34
Disueltas;N Actividades administrativas y servicios auxiliares;2018M05;5,85
Disueltas;N Actividades administrativas y servicios auxiliares;2018M04;6,55
Disueltas;N Actividades administrativas y servicios auxiliares;2018M03;7,28
Disueltas;N Actividades administrativas y servicios auxiliares;2018M02;6,62
Disueltas;N Actividades administrativas y servicios auxiliares;2018M01;6,52
Disueltas;N Actividades administrativas y servicios auxiliares;2017M12;5,76
Disueltas;N Actividades administrativas y servicios auxiliares;2017M11;6
Disueltas;N Actividades administrativas y servicios auxiliares;2017M10;4,81
Disueltas;N Actividades administrativas y servicios auxiliares;2017M09;4,4
Disueltas;N Actividades administrativas y servicios auxiliares;2017M08;6,49
Disueltas;N Actividades administrativas y servicios auxiliares;2017M07;5,63
Disueltas;N Actividades administrativas y servicios auxiliares;2017M06;6,17
Disueltas;N Actividades administrativas y servicios auxiliares;2017M05;5,14
Disueltas;N Actividades administrativas y servicios auxiliares;2017M04;5,06
Disueltas;N Actividades administrativas y servicios auxiliares;2017M03;5,18
Disueltas;N Actividades administrativas y servicios auxiliares;2017M02;6,27
Disueltas;N Actividades administrativas y servicios auxiliares;2017M01;5,72
Disueltas;N Actividades administrativas y servicios auxiliares;2016M12;5,54
Disueltas;N Actividades administrativas y servicios auxiliares;2016M11;5,79
Disueltas;N Actividades administrativas y servicios auxiliares;2016M10;5,92
Disueltas;N Actividades administrativas y servicios auxiliares;2016M09;4,47
Disueltas;N Actividades administrativas y servicios auxiliares;2016M08;5,68
Disueltas;N Actividades administrativas y servicios auxiliares;2016M07;6,89
Disueltas;N Actividades administrativas y servicios auxiliares;2016M06;6,4
Disueltas;N Actividades administrativas y servicios auxiliares;2016M05;5,97
Disueltas;N Actividades administrativas y servicios auxiliares;2016M04;6,59
Disueltas;N Actividades administrativas y servicios auxiliares;2016M03;6,79
Disueltas;N Actividades administrativas y servicios auxiliares;2016M02;5,91
Disueltas;N Actividades administrativas y servicios auxiliares;2016M01;5,64
Disueltas;N Actividades administrativas y servicios auxiliares;2015M12;6,65
Disueltas;N Actividades administrativas y servicios auxiliares;2015M11;6,15
Disueltas;N Actividades administrativas y servicios auxiliares;2015M10;5,44
Disueltas;N Actividades administrativas y servicios auxiliares;2015M09;7,1
Disueltas;N Actividades administrativas y servicios auxiliares;2015M08;5,74
Disueltas;N Actividades administrativas y servicios auxiliares;2015M07;7,54
Disueltas;N Actividades administrativas y servicios auxiliares;2015M06;6,76
Disueltas;N Actividades administrativas y servicios auxiliares;2015M05;5,6
Disueltas;N Actividades administrativas y servicios auxiliares;2015M04;5,49
Disueltas;N Actividades administrativas y servicios auxiliares;2015M03;5,22
Disueltas;N Actividades administrativas y servicios auxiliares;2015M02;5,59
Disueltas;N Actividades administrativas y servicios auxiliares;2015M01;6,51
Disueltas;N Actividades administrativas y servicios auxiliares;2014M12;4,7
Disueltas;N Actividades administrativas y servicios auxiliares;2014M11;5,92
Disueltas;N Actividades administrativas y servicios auxiliares;2014M10;5,74
Disueltas;N Actividades administrativas y servicios auxiliares;2014M09;7,1
Disueltas;N Actividades administrativas y servicios auxiliares;2014M08;5,9
Disueltas;N Actividades administrativas y servicios auxiliares;2014M07;5,83
Disueltas;N Actividades administrativas y servicios auxiliares;2014M06;5,02
Disueltas;N Actividades administrativas y servicios auxiliares;2014M05;5,15
Disueltas;N Actividades administrativas y servicios auxiliares;2014M04;4,87
Disueltas;N Actividades administrativas y servicios auxiliares;2014M03;6,35
Disueltas;N Actividades administrativas y servicios auxiliares;2014M02;4,66
Disueltas;N Actividades administrativas y servicios auxiliares;2014M01;6,52
Disueltas;N Actividades administrativas y servicios auxiliares;2013M12;5,72
Disueltas;N Actividades administrativas y servicios auxiliares;2013M11;5,12
Disueltas;N Actividades administrativas y servicios auxiliares;2013M10;6,09
Disueltas;N Actividades administrativas y servicios auxiliares;2013M09;5,01
Disueltas;N Actividades administrativas y servicios auxiliares;2013M08;3,63
Disueltas;N Actividades administrativas y servicios auxiliares;2013M07;6,07
Disueltas;N Actividades administrativas y servicios auxiliares;2013M06;6,77
Disueltas;N Actividades administrativas y servicios auxiliares;2013M05;5,73
Disueltas;N Actividades administrativas y servicios auxiliares;2013M04;5,78
Disueltas;N Actividades administrativas y servicios auxiliares;2013M03;5,67
Disueltas;N Actividades administrativas y servicios auxiliares;2013M02;5,68
Disueltas;N Actividades administrativas y servicios auxiliares;2013M01;5,51
Disueltas;N Actividades administrativas y servicios auxiliares;2012M12;2,94
Disueltas;N Actividades administrativas y servicios auxiliares;2012M11;4,79
Disueltas;N Actividades administrativas y servicios auxiliares;2012M10;3,99
Disueltas;N Actividades administrativas y servicios auxiliares;2012M09;4,06
Disueltas;N Actividades administrativas y servicios auxiliares;2012M08;3,25
Disueltas;N Actividades administrativas y servicios auxiliares;2012M07;4,67
Disueltas;N Actividades administrativas y servicios auxiliares;2012M06;5,4
Disueltas;N Actividades administrativas y servicios auxiliares;2012M05;5,28
Disueltas;N Actividades administrativas y servicios auxiliares;2012M04;5,32
Disueltas;N Actividades administrativas y servicios auxiliares;2012M03;5,23
Disueltas;N Actividades administrativas y servicios auxiliares;2012M02;4,11
Disueltas;N Actividades administrativas y servicios auxiliares;2012M01;5,04
Disueltas;Resto de servicios;2023M09;7,8
Disueltas;Resto de servicios;2023M08;8,59
Disueltas;Resto de servicios;2023M07;8,86
Disueltas;Resto de servicios;2023M06;8,21
Disueltas;Resto de servicios;2023M05;8,52
Disueltas;Resto de servicios;2023M04;8,51
Disueltas;Resto de servicios;2023M03;8,31
Disueltas;Resto de servicios;2023M02;6,82
Disueltas;Resto de servicios;2023M01;8,14
Disueltas;Resto de servicios;2022M12;7,75
Disueltas;Resto de servicios;2022M11;8,02
Disueltas;Resto de servicios;2022M10;9,33
Disueltas;Resto de servicios;2022M09;8,47
Disueltas;Resto de servicios;2022M08;6,97
Disueltas;Resto de servicios;2022M07;7,78
Disueltas;Resto de servicios;2022M06;8,29
Disueltas;Resto de servicios;2022M05;8,29
Disueltas;Resto de servicios;2022M04;9,64
Disueltas;Resto de servicios;2022M03;7,58
Disueltas;Resto de servicios;2022M02;8,9
Disueltas;Resto de servicios;2022M01;8,02
Disueltas;Resto de servicios;2021M12;8,57
Disueltas;Resto de servicios;2021M11;8,83
Disueltas;Resto de servicios;2021M10;7,39
Disueltas;Resto de servicios;2021M09;8,24
Disueltas;Resto de servicios;2021M08;8,81
Disueltas;Resto de servicios;2021M07;8,61
Disueltas;Resto de servicios;2021M06;11,1
Disueltas;Resto de servicios;2021M05;9,29
Disueltas;Resto de servicios;2021M04;8,4
Disueltas;Resto de servicios;2021M03;9,09
Disueltas;Resto de servicios;2021M02;9,5
Disueltas;Resto de servicios;2021M01;9,29
Disueltas;Resto de servicios;2020M12;8,67
Disueltas;Resto de servicios;2020M11;7,71
Disueltas;Resto de servicios;2020M10;8,54
Disueltas;Resto de servicios;2020M09;7,32
Disueltas;Resto de servicios;2020M08;9,46
Disueltas;Resto de servicios;2020M07;9,73
Disueltas;Resto de servicios;2020M06;9,84
Disueltas;Resto de servicios;2020M05;6,93
Disueltas;Resto de servicios;2020M04;9,77
Disueltas;Resto de servicios;2020M03;9,75
Disueltas;Resto de servicios;2020M02;8,13
Disueltas;Resto de servicios;2020M01;9,48
Disueltas;Resto de servicios;2019M12;10,61
Disueltas;Resto de servicios;2019M11;10,1
Disueltas;Resto de servicios;2019M10;9,4
Disueltas;Resto de servicios;2019M09;8,72
