Total Nacional;Comunidades y Ciudades Autónomas;Principales indicadores;Periodo;Total
Total Nacional;13 Madrid, Comunidad de;Expectativas del trimestre entrante;2014T3;-11,4
Total Nacional;13 Madrid, Comunidad de;Expectativas del trimestre entrante;2014T2;-12,2
Total Nacional;13 Madrid, Comunidad de;Expectativas del trimestre entrante;2014T1;-19,4
Total Nacional;13 Madrid, Comunidad de;Expectativas del trimestre entrante;2013T4;-21,6
Total Nacional;13 Madrid, Comunidad de;Expectativas del trimestre entrante;2013T3;-30,4
Total Nacional;13 Madrid, Comunidad de;Expectativas del trimestre entrante;2013T2;-29,5
Total Nacional;13 Madrid, Comunidad de;Expectativas del trimestre entrante;2013T1;-40,5
Total Nacional;14 Murcia, Región de;Indice de confianza empresarial armonizado;2023T4;123,1
Total Nacional;14 Murcia, Región de;Indice de confianza empresarial armonizado;2023T3;125,4
Total Nacional;14 Murcia, Región de;Indice de confianza empresarial armonizado;2023T2;123,5
Total Nacional;14 Murcia, Región de;Indice de confianza empresarial armonizado;2023T1;121,3
Total Nacional;14 Murcia, Región de;Indice de confianza empresarial armonizado;2022T4;117,4
Total Nacional;14 Murcia, Región de;Indice de confianza empresarial armonizado;2022T3;118,8
Total Nacional;14 Murcia, Región de;Indice de confianza empresarial armonizado;2022T2;113,8
Total Nacional;14 Murcia, Región de;Indice de confianza empresarial armonizado;2022T1;119,1
Total Nacional;14 Murcia, Región de;Indice de confianza empresarial armonizado;2021T4;122,2
Total Nacional;14 Murcia, Región de;Indice de confianza empresarial armonizado;2021T3;121,1
Total Nacional;14 Murcia, Región de;Indice de confianza empresarial armonizado;2021T2;108,8
Total Nacional;14 Murcia, Región de;Indice de confianza empresarial armonizado;2021T1;105,4
Total Nacional;14 Murcia, Región de;Indice de confianza empresarial armonizado;2020T4;101,9
Total Nacional;14 Murcia, Región de;Indice de confianza empresarial armonizado;2020T3;94,0
Total Nacional;14 Murcia, Región de;Indice de confianza empresarial armonizado;2020T2;95,8
Total Nacional;14 Murcia, Región de;Indice de confianza empresarial armonizado;2020T1;124,1
Total Nacional;14 Murcia, Región de;Indice de confianza empresarial armonizado;2019T4;123,8
Total Nacional;14 Murcia, Región de;Indice de confianza empresarial armonizado;2019T3;128,0
Total Nacional;14 Murcia, Región de;Indice de confianza empresarial armonizado;2019T2;128,2
Total Nacional;14 Murcia, Región de;Indice de confianza empresarial armonizado;2019T1;128,6
Total Nacional;14 Murcia, Región de;Indice de confianza empresarial armonizado;2018T4;126,7
Total Nacional;14 Murcia, Región de;Indice de confianza empresarial armonizado;2018T3;131,0
Total Nacional;14 Murcia, Región de;Indice de confianza empresarial armonizado;2018T2;129,6
Total Nacional;14 Murcia, Región de;Indice de confianza empresarial armonizado;2018T1;131,3
Total Nacional;14 Murcia, Región de;Indice de confianza empresarial armonizado;2017T4;129,7
Total Nacional;14 Murcia, Región de;Indice de confianza empresarial armonizado;2017T3;128,8
Total Nacional;14 Murcia, Región de;Indice de confianza empresarial armonizado;2017T2;131,7
Total Nacional;14 Murcia, Región de;Indice de confianza empresarial armonizado;2017T1;126,9
Total Nacional;14 Murcia, Región de;Indice de confianza empresarial armonizado;2016T4;126,1
Total Nacional;14 Murcia, Región de;Indice de confianza empresarial armonizado;2016T3;121,5
Total Nacional;14 Murcia, Región de;Indice de confianza empresarial armonizado;2016T2;125,4
Total Nacional;14 Murcia, Región de;Indice de confianza empresarial armonizado;2016T1;124,8
Total Nacional;14 Murcia, Región de;Indice de confianza empresarial armonizado;2015T4;123,3
Total Nacional;14 Murcia, Región de;Indice de confianza empresarial armonizado;2015T3;120,9
Total Nacional;14 Murcia, Región de;Indice de confianza empresarial armonizado;2015T2;121,6
Total Nacional;14 Murcia, Región de;Indice de confianza empresarial armonizado;2015T1;116,0
Total Nacional;14 Murcia, Región de;Indice de confianza empresarial armonizado;2014T4;118,6
Total Nacional;14 Murcia, Región de;Indice de confianza empresarial armonizado;2014T3;117,4
Total Nacional;14 Murcia, Región de;Indice de confianza empresarial armonizado;2014T2;116,8
Total Nacional;14 Murcia, Región de;Indice de confianza empresarial armonizado;2014T1;109,8
Total Nacional;14 Murcia, Región de;Indice de confianza empresarial armonizado;2013T4;110,4
Total Nacional;14 Murcia, Región de;Indice de confianza empresarial armonizado;2013T3;107,3
Total Nacional;14 Murcia, Región de;Indice de confianza empresarial armonizado;2013T2;102,1
Total Nacional;14 Murcia, Región de;Indice de confianza empresarial armonizado;2013T1;100,0
Total Nacional;14 Murcia, Región de;Situación del trimestre anterior;2023T4;-5,0
Total Nacional;14 Murcia, Región de;Situación del trimestre anterior;2023T3;2,1
Total Nacional;14 Murcia, Región de;Situación del trimestre anterior;2023T2;-5,1
Total Nacional;14 Murcia, Región de;Situación del trimestre anterior;2023T1;-4,1
Total Nacional;14 Murcia, Región de;Situación del trimestre anterior;2022T4;-11,3
Total Nacional;14 Murcia, Región de;Situación del trimestre anterior;2022T3;-2,7
Total Nacional;14 Murcia, Región de;Situación del trimestre anterior;2022T2;-13,3
Total Nacional;14 Murcia, Región de;Situación del trimestre anterior;2022T1;-4,3
Total Nacional;14 Murcia, Región de;Situación del trimestre anterior;2021T4;-7,5
Total Nacional;14 Murcia, Región de;Situación del trimestre anterior;2021T3;-6,9
Total Nacional;14 Murcia, Región de;Situación del trimestre anterior;2021T2;-33,6
Total Nacional;14 Murcia, Región de;Situación del trimestre anterior;2021T1;-30,2
Total Nacional;14 Murcia, Región de;Situación del trimestre anterior;2020T4;-37,3
Total Nacional;14 Murcia, Región de;Situación del trimestre anterior;2020T3;-55,9
Total Nacional;14 Murcia, Región de;Situación del trimestre anterior;2020T2;-23,3
Total Nacional;14 Murcia, Región de;Situación del trimestre anterior;2020T1;1,8
Total Nacional;14 Murcia, Región de;Situación del trimestre anterior;2019T4;-3,4
Total Nacional;14 Murcia, Región de;Situación del trimestre anterior;2019T3;4,0
Total Nacional;14 Murcia, Región de;Situación del trimestre anterior;2019T2;0,0
Total Nacional;14 Murcia, Región de;Situación del trimestre anterior;2019T1;6,3
Total Nacional;14 Murcia, Región de;Situación del trimestre anterior;2018T4;-4,7
Total Nacional;14 Murcia, Región de;Situación del trimestre anterior;2018T3;11,1
Total Nacional;14 Murcia, Región de;Situación del trimestre anterior;2018T2;1,6
Total Nacional;14 Murcia, Región de;Situación del trimestre anterior;2018T1;12,7
Total Nacional;14 Murcia, Región de;Situación del trimestre anterior;2017T4;3,2
Total Nacional;14 Murcia, Región de;Situación del trimestre anterior;2017T3;7,7
Total Nacional;14 Murcia, Región de;Situación del trimestre anterior;2017T2;4,3
Total Nacional;14 Murcia, Región de;Situación del trimestre anterior;2017T1;3,4
Total Nacional;14 Murcia, Región de;Situación del trimestre anterior;2016T4;-1,9
Total Nacional;14 Murcia, Región de;Situación del trimestre anterior;2016T3;-3,9
Total Nacional;14 Murcia, Región de;Situación del trimestre anterior;2016T2;-4,6
Total Nacional;14 Murcia, Región de;Situación del trimestre anterior;2016T1;2,0
Total Nacional;14 Murcia, Región de;Situación del trimestre anterior;2015T4;-10,0
Total Nacional;14 Murcia, Región de;Situación del trimestre anterior;2015T3;-4,8
Total Nacional;14 Murcia, Región de;Situación del trimestre anterior;2015T2;-12,7
Total Nacional;14 Murcia, Región de;Situación del trimestre anterior;2015T1;-16,6
Total Nacional;14 Murcia, Región de;Situación del trimestre anterior;2014T4;-19,4
Total Nacional;14 Murcia, Región de;Situación del trimestre anterior;2014T3;-9,7
Total Nacional;14 Murcia, Región de;Situación del trimestre anterior;2014T2;-17,6
Total Nacional;14 Murcia, Región de;Situación del trimestre anterior;2014T1;-28,0
Total Nacional;14 Murcia, Región de;Situación del trimestre anterior;2013T4;-27,4
Total Nacional;14 Murcia, Región de;Situación del trimestre anterior;2013T3;-28,1
Total Nacional;14 Murcia, Región de;Situación del trimestre anterior;2013T2;-42,4
Total Nacional;14 Murcia, Región de;Situación del trimestre anterior;2013T1;-39,5
Total Nacional;14 Murcia, Región de;Expectativas del trimestre entrante;2023T4;-3,0
Total Nacional;14 Murcia, Región de;Expectativas del trimestre entrante;2023T3;-2,9
Total Nacional;14 Murcia, Región de;Expectativas del trimestre entrante;2023T2;-1,5
Total Nacional;14 Murcia, Región de;Expectativas del trimestre entrante;2023T1;-9,6
Total Nacional;14 Murcia, Región de;Expectativas del trimestre entrante;2022T4;-14,7
Total Nacional;14 Murcia, Región de;Expectativas del trimestre entrante;2022T3;-18,8
Total Nacional;14 Murcia, Región de;Expectativas del trimestre entrante;2022T2;-24,2
Total Nacional;14 Murcia, Región de;Expectativas del trimestre entrante;2022T1;-16,2
Total Nacional;14 Murcia, Región de;Expectativas del trimestre entrante;2021T4;-3,3
Total Nacional;14 Murcia, Región de;Expectativas del trimestre entrante;2021T3;-7,6
Total Nacional;14 Murcia, Región de;Expectativas del trimestre entrante;2021T2;-19,7
Total Nacional;14 Murcia, Región de;Expectativas del trimestre entrante;2021T1;-34,1
Total Nacional;14 Murcia, Región de;Expectativas del trimestre entrante;2020T4;-38,1
Total Nacional;14 Murcia, Región de;Expectativas del trimestre entrante;2020T3;-44,5
Total Nacional;14 Murcia, Región de;Expectativas del trimestre entrante;2020T2;-68,4
Total Nacional;14 Murcia, Región de;Expectativas del trimestre entrante;2020T1;-6,4
Total Nacional;14 Murcia, Región de;Expectativas del trimestre entrante;2019T4;-2,3
Total Nacional;14 Murcia, Región de;Expectativas del trimestre entrante;2019T3;3,6
Total Nacional;14 Murcia, Región de;Expectativas del trimestre entrante;2019T2;8,2
Total Nacional;14 Murcia, Región de;Expectativas del trimestre entrante;2019T1;3,1
Total Nacional;14 Murcia, Región de;Expectativas del trimestre entrante;2018T4;8,4
Total Nacional;14 Murcia, Región de;Expectativas del trimestre entrante;2018T3;6,2
Total Nacional;14 Murcia, Región de;Expectativas del trimestre entrante;2018T2;11,3
Total Nacional;14 Murcia, Región de;Expectativas del trimestre entrante;2018T1;5,5
Total Nacional;14 Murcia, Región de;Expectativas del trimestre entrante;2017T4;9,8
Total Nacional;14 Murcia, Región de;Expectativas del trimestre entrante;2017T3;2,5
Total Nacional;14 Murcia, Región de;Expectativas del trimestre entrante;2017T2;15,1
Total Nacional;14 Murcia, Región de;Expectativas del trimestre entrante;2017T1;0,7
Total Nacional;14 Murcia, Región de;Expectativas del trimestre entrante;2016T4;3,6
Total Nacional;14 Murcia, Región de;Expectativas del trimestre entrante;2016T3;-9,2
Total Nacional;14 Murcia, Región de;Expectativas del trimestre entrante;2016T2;3,9
Total Nacional;14 Murcia, Región de;Expectativas del trimestre entrante;2016T1;-4,4
Total Nacional;14 Murcia, Región de;Expectativas del trimestre entrante;2015T4;3,0
Total Nacional;14 Murcia, Región de;Expectativas del trimestre entrante;2015T3;-10,2
Total Nacional;14 Murcia, Región de;Expectativas del trimestre entrante;2015T2;0,0
Total Nacional;14 Murcia, Región de;Expectativas del trimestre entrante;2015T1;-14,1
Total Nacional;14 Murcia, Región de;Expectativas del trimestre entrante;2014T4;-2,7
Total Nacional;14 Murcia, Región de;Expectativas del trimestre entrante;2014T3;-16,5
Total Nacional;14 Murcia, Región de;Expectativas del trimestre entrante;2014T2;-10,3
Total Nacional;14 Murcia, Región de;Expectativas del trimestre entrante;2014T1;-22,4
Total Nacional;14 Murcia, Región de;Expectativas del trimestre entrante;2013T4;-21,1
Total Nacional;14 Murcia, Región de;Expectativas del trimestre entrante;2013T3;-30,1
Total Nacional;14 Murcia, Región de;Expectativas del trimestre entrante;2013T2;-32,4
Total Nacional;14 Murcia, Región de;Expectativas del trimestre entrante;2013T1;-42,1
Total Nacional;15 Navarra, Comunidad Foral de;Indice de confianza empresarial armonizado;2023T4;132,4
Total Nacional;15 Navarra, Comunidad Foral de;Indice de confianza empresarial armonizado;2023T3;134,7
Total Nacional;15 Navarra, Comunidad Foral de;Indice de confianza empresarial armonizado;2023T2;129,0
Total Nacional;15 Navarra, Comunidad Foral de;Indice de confianza empresarial armonizado;2023T1;126,4
Total Nacional;15 Navarra, Comunidad Foral de;Indice de confianza empresarial armonizado;2022T4;123,3
Total Nacional;15 Navarra, Comunidad Foral de;Indice de confianza empresarial armonizado;2022T3;130,6
Total Nacional;15 Navarra, Comunidad Foral de;Indice de confianza empresarial armonizado;2022T2;123,5
Total Nacional;15 Navarra, Comunidad Foral de;Indice de confianza empresarial armonizado;2022T1;123,3
Total Nacional;15 Navarra, Comunidad Foral de;Indice de confianza empresarial armonizado;2021T4;130,6
Total Nacional;15 Navarra, Comunidad Foral de;Indice de confianza empresarial armonizado;2021T3;130,2
Total Nacional;15 Navarra, Comunidad Foral de;Indice de confianza empresarial armonizado;2021T2;117,4
Total Nacional;15 Navarra, Comunidad Foral de;Indice de confianza empresarial armonizado;2021T1;111,7
Total Nacional;15 Navarra, Comunidad Foral de;Indice de confianza empresarial armonizado;2020T4;105,1
Total Nacional;15 Navarra, Comunidad Foral de;Indice de confianza empresarial armonizado;2020T3;98,3
Total Nacional;15 Navarra, Comunidad Foral de;Indice de confianza empresarial armonizado;2020T2;100,8
Total Nacional;15 Navarra, Comunidad Foral de;Indice de confianza empresarial armonizado;2020T1;133,1
Total Nacional;15 Navarra, Comunidad Foral de;Indice de confianza empresarial armonizado;2019T4;133,5
Total Nacional;15 Navarra, Comunidad Foral de;Indice de confianza empresarial armonizado;2019T3;137,4
Total Nacional;15 Navarra, Comunidad Foral de;Indice de confianza empresarial armonizado;2019T2;135,4
Total Nacional;15 Navarra, Comunidad Foral de;Indice de confianza empresarial armonizado;2019T1;134,9
Total Nacional;15 Navarra, Comunidad Foral de;Indice de confianza empresarial armonizado;2018T4;134,4
Total Nacional;15 Navarra, Comunidad Foral de;Indice de confianza empresarial armonizado;2018T3;140,5
Total Nacional;15 Navarra, Comunidad Foral de;Indice de confianza empresarial armonizado;2018T2;139,2
Total Nacional;15 Navarra, Comunidad Foral de;Indice de confianza empresarial armonizado;2018T1;135,1
Total Nacional;15 Navarra, Comunidad Foral de;Indice de confianza empresarial armonizado;2017T4;135,6
Total Nacional;15 Navarra, Comunidad Foral de;Indice de confianza empresarial armonizado;2017T3;137,7
Total Nacional;15 Navarra, Comunidad Foral de;Indice de confianza empresarial armonizado;2017T2;133,5
Total Nacional;15 Navarra, Comunidad Foral de;Indice de confianza empresarial armonizado;2017T1;130,4
Total Nacional;15 Navarra, Comunidad Foral de;Indice de confianza empresarial armonizado;2016T4;129,8
Total Nacional;15 Navarra, Comunidad Foral de;Indice de confianza empresarial armonizado;2016T3;133,9
Total Nacional;15 Navarra, Comunidad Foral de;Indice de confianza empresarial armonizado;2016T2;133,6
Total Nacional;15 Navarra, Comunidad Foral de;Indice de confianza empresarial armonizado;2016T1;130,3
Total Nacional;15 Navarra, Comunidad Foral de;Indice de confianza empresarial armonizado;2015T4;136,7
Total Nacional;15 Navarra, Comunidad Foral de;Indice de confianza empresarial armonizado;2015T3;136,7
Total Nacional;15 Navarra, Comunidad Foral de;Indice de confianza empresarial armonizado;2015T2;129,8
Total Nacional;15 Navarra, Comunidad Foral de;Indice de confianza empresarial armonizado;2015T1;127,7
Total Nacional;15 Navarra, Comunidad Foral de;Indice de confianza empresarial armonizado;2014T4;124,9
Total Nacional;15 Navarra, Comunidad Foral de;Indice de confianza empresarial armonizado;2014T3;126,7
Total Nacional;15 Navarra, Comunidad Foral de;Indice de confianza empresarial armonizado;2014T2;125,2
Total Nacional;15 Navarra, Comunidad Foral de;Indice de confianza empresarial armonizado;2014T1;113,5
Total Nacional;15 Navarra, Comunidad Foral de;Indice de confianza empresarial armonizado;2013T4;112,9
Total Nacional;15 Navarra, Comunidad Foral de;Indice de confianza empresarial armonizado;2013T3;110,2
Total Nacional;15 Navarra, Comunidad Foral de;Indice de confianza empresarial armonizado;2013T2;105,6
Total Nacional;15 Navarra, Comunidad Foral de;Indice de confianza empresarial armonizado;2013T1;100,0
Total Nacional;15 Navarra, Comunidad Foral de;Situación del trimestre anterior;2023T4;0,9
Total Nacional;15 Navarra, Comunidad Foral de;Situación del trimestre anterior;2023T3;5,9
Total Nacional;15 Navarra, Comunidad Foral de;Situación del trimestre anterior;2023T2;-5,7
Total Nacional;15 Navarra, Comunidad Foral de;Situación del trimestre anterior;2023T1;-5,3
Total Nacional;15 Navarra, Comunidad Foral de;Situación del trimestre anterior;2022T4;-7,0
Total Nacional;15 Navarra, Comunidad Foral de;Situación del trimestre anterior;2022T3;1,8
Total Nacional;15 Navarra, Comunidad Foral de;Situación del trimestre anterior;2022T2;-13,3
Total Nacional;15 Navarra, Comunidad Foral de;Situación del trimestre anterior;2022T1;-9,5
Total Nacional;15 Navarra, Comunidad Foral de;Situación del trimestre anterior;2021T4;-3,8
Total Nacional;15 Navarra, Comunidad Foral de;Situación del trimestre anterior;2021T3;-7,8
Total Nacional;15 Navarra, Comunidad Foral de;Situación del trimestre anterior;2021T2;-27,6
Total Nacional;15 Navarra, Comunidad Foral de;Situación del trimestre anterior;2021T1;-30,8
Total Nacional;15 Navarra, Comunidad Foral de;Situación del trimestre anterior;2020T4;-40,9
Total Nacional;15 Navarra, Comunidad Foral de;Situación del trimestre anterior;2020T3;-57,8
Total Nacional;15 Navarra, Comunidad Foral de;Situación del trimestre anterior;2020T2;-25,7
Total Nacional;15 Navarra, Comunidad Foral de;Situación del trimestre anterior;2020T1;6,4
Total Nacional;15 Navarra, Comunidad Foral de;Situación del trimestre anterior;2019T4;4,9
Total Nacional;15 Navarra, Comunidad Foral de;Situación del trimestre anterior;2019T3;9,1
Total Nacional;15 Navarra, Comunidad Foral de;Situación del trimestre anterior;2019T2;0,0
Total Nacional;15 Navarra, Comunidad Foral de;Situación del trimestre anterior;2019T1;6,9
Total Nacional;15 Navarra, Comunidad Foral de;Situación del trimestre anterior;2018T4;3,8
Total Nacional;15 Navarra, Comunidad Foral de;Situación del trimestre anterior;2018T3;11,2
Total Nacional;15 Navarra, Comunidad Foral de;Situación del trimestre anterior;2018T2;4,9
Total Nacional;15 Navarra, Comunidad Foral de;Situación del trimestre anterior;2018T1;6,4
Total Nacional;15 Navarra, Comunidad Foral de;Situación del trimestre anterior;2017T4;7,1
Total Nacional;15 Navarra, Comunidad Foral de;Situación del trimestre anterior;2017T3;6,5
Total Nacional;15 Navarra, Comunidad Foral de;Situación del trimestre anterior;2017T2;-6,7
Total Nacional;15 Navarra, Comunidad Foral de;Situación del trimestre anterior;2017T1;-0,6
Total Nacional;15 Navarra, Comunidad Foral de;Situación del trimestre anterior;2016T4;-3,1
Total Nacional;15 Navarra, Comunidad Foral de;Situación del trimestre anterior;2016T3;3,3
Total Nacional;15 Navarra, Comunidad Foral de;Situación del trimestre anterior;2016T2;-3,9
Total Nacional;15 Navarra, Comunidad Foral de;Situación del trimestre anterior;2016T1;-1,5
Total Nacional;15 Navarra, Comunidad Foral de;Situación del trimestre anterior;2015T4;7,8
Total Nacional;15 Navarra, Comunidad Foral de;Situación del trimestre anterior;2015T3;6,9
Total Nacional;15 Navarra, Comunidad Foral de;Situación del trimestre anterior;2015T2;-11,3
Total Nacional;15 Navarra, Comunidad Foral de;Situación del trimestre anterior;2015T1;-7,0
Total Nacional;15 Navarra, Comunidad Foral de;Situación del trimestre anterior;2014T4;-12,8
Total Nacional;15 Navarra, Comunidad Foral de;Situación del trimestre anterior;2014T3;-11,9
Total Nacional;15 Navarra, Comunidad Foral de;Situación del trimestre anterior;2014T2;-17,2
Total Nacional;15 Navarra, Comunidad Foral de;Situación del trimestre anterior;2014T1;-29,4
Total Nacional;15 Navarra, Comunidad Foral de;Situación del trimestre anterior;2013T4;-30,8
Total Nacional;15 Navarra, Comunidad Foral de;Situación del trimestre anterior;2013T3;-35,3
Total Nacional;15 Navarra, Comunidad Foral de;Situación del trimestre anterior;2013T2;-45,0
Total Nacional;15 Navarra, Comunidad Foral de;Situación del trimestre anterior;2013T1;-47,4
Total Nacional;15 Navarra, Comunidad Foral de;Expectativas del trimestre entrante;2023T4;-2,1
Total Nacional;15 Navarra, Comunidad Foral de;Expectativas del trimestre entrante;2023T3;0,0
Total Nacional;15 Navarra, Comunidad Foral de;Expectativas del trimestre entrante;2023T2;-5,7
Total Nacional;15 Navarra, Comunidad Foral de;Expectativas del trimestre entrante;2023T1;-13,9
Total Nacional;15 Navarra, Comunidad Foral de;Expectativas del trimestre entrante;2022T4;-21,4
Total Nacional;15 Navarra, Comunidad Foral de;Expectativas del trimestre entrante;2022T3;-8,2
Total Nacional;15 Navarra, Comunidad Foral de;Expectativas del trimestre entrante;2022T2;-14,6
Total Nacional;15 Navarra, Comunidad Foral de;Expectativas del trimestre entrante;2022T1;-19,0
Total Nacional;15 Navarra, Comunidad Foral de;Expectativas del trimestre entrante;2021T4;-2,8
Total Nacional;15 Navarra, Comunidad Foral de;Expectativas del trimestre entrante;2021T3;0,0
Total Nacional;15 Navarra, Comunidad Foral de;Expectativas del trimestre entrante;2021T2;-18,5
Total Nacional;15 Navarra, Comunidad Foral de;Expectativas del trimestre entrante;2021T1;-32,8
Total Nacional;15 Navarra, Comunidad Foral de;Expectativas del trimestre entrante;2020T4;-42,4
Total Nacional;15 Navarra, Comunidad Foral de;Expectativas del trimestre entrante;2020T3;-45,9
Total Nacional;15 Navarra, Comunidad Foral de;Expectativas del trimestre entrante;2020T2;-67,8
Total Nacional;15 Navarra, Comunidad Foral de;Expectativas del trimestre entrante;2020T1;-5,2
Total Nacional;15 Navarra, Comunidad Foral de;Expectativas del trimestre entrante;2019T4;-2,6
Total Nacional;15 Navarra, Comunidad Foral de;Expectativas del trimestre entrante;2019T3;4,9
Total Nacional;15 Navarra, Comunidad Foral de;Expectativas del trimestre entrante;2019T2;8,0
Total Nacional;15 Navarra, Comunidad Foral de;Expectativas del trimestre entrante;2019T1;-0,4
Total Nacional;15 Navarra, Comunidad Foral de;Expectativas del trimestre entrante;2018T4;1,0
Total Nacional;15 Navarra, Comunidad Foral de;Expectativas del trimestre entrante;2018T3;12,2
Total Nacional;15 Navarra, Comunidad Foral de;Expectativas del trimestre entrante;2018T2;14,7
Total Nacional;15 Navarra, Comunidad Foral de;Expectativas del trimestre entrante;2018T1;0,6
Total Nacional;15 Navarra, Comunidad Foral de;Expectativas del trimestre entrante;2017T4;1,6
Total Nacional;15 Navarra, Comunidad Foral de;Expectativas del trimestre entrante;2017T3;8,3
Total Nacional;15 Navarra, Comunidad Foral de;Expectativas del trimestre entrante;2017T2;9,1
Total Nacional;15 Navarra, Comunidad Foral de;Expectativas del trimestre entrante;2017T1;-6,6
Total Nacional;15 Navarra, Comunidad Foral de;Expectativas del trimestre entrante;2016T4;-5,8
Total Nacional;15 Navarra, Comunidad Foral de;Expectativas del trimestre entrante;2016T3;0,0
Total Nacional;15 Navarra, Comunidad Foral de;Expectativas del trimestre entrante;2016T2;6,6
Total Nacional;15 Navarra, Comunidad Foral de;Expectativas del trimestre entrante;2016T1;-6,0
Total Nacional;15 Navarra, Comunidad Foral de;Expectativas del trimestre entrante;2015T4;4,0
Total Nacional;15 Navarra, Comunidad Foral de;Expectativas del trimestre entrante;2015T3;4,9
Total Nacional;15 Navarra, Comunidad Foral de;Expectativas del trimestre entrante;2015T2;2,7
Total Nacional;15 Navarra, Comunidad Foral de;Expectativas del trimestre entrante;2015T1;-8,2
Total Nacional;15 Navarra, Comunidad Foral de;Expectativas del trimestre entrante;2014T4;-10,9
Total Nacional;15 Navarra, Comunidad Foral de;Expectativas del trimestre entrante;2014T3;-6,4
Total Nacional;15 Navarra, Comunidad Foral de;Expectativas del trimestre entrante;2014T2;-5,5
Total Nacional;15 Navarra, Comunidad Foral de;Expectativas del trimestre entrante;2014T1;-28,7
Total Nacional;15 Navarra, Comunidad Foral de;Expectativas del trimestre entrante;2013T4;-29,0
Total Nacional;15 Navarra, Comunidad Foral de;Expectativas del trimestre entrante;2013T3;-32,8
Total Nacional;15 Navarra, Comunidad Foral de;Expectativas del trimestre entrante;2013T2;-36,6
Total Nacional;15 Navarra, Comunidad Foral de;Expectativas del trimestre entrante;2013T1;-51,3
Total Nacional;16 País Vasco;Indice de confianza empresarial armonizado;2023T4;132,2
Total Nacional;16 País Vasco;Indice de confianza empresarial armonizado;2023T3;135,5
Total Nacional;16 País Vasco;Indice de confianza empresarial armonizado;2023T2;129,8
Total Nacional;16 País Vasco;Indice de confianza empresarial armonizado;2023T1;132,8
Total Nacional;16 País Vasco;Indice de confianza empresarial armonizado;2022T4;125,6
Total Nacional;16 País Vasco;Indice de confianza empresarial armonizado;2022T3;131,0
Total Nacional;16 País Vasco;Indice de confianza empresarial armonizado;2022T2;122,2
Total Nacional;16 País Vasco;Indice de confianza empresarial armonizado;2022T1;127,4
Total Nacional;16 País Vasco;Indice de confianza empresarial armonizado;2021T4;130,2
Total Nacional;16 País Vasco;Indice de confianza empresarial armonizado;2021T3;132,0
Total Nacional;16 País Vasco;Indice de confianza empresarial armonizado;2021T2;117,4
Total Nacional;16 País Vasco;Indice de confianza empresarial armonizado;2021T1;110,0
Total Nacional;16 País Vasco;Indice de confianza empresarial armonizado;2020T4;101,9
Total Nacional;16 País Vasco;Indice de confianza empresarial armonizado;2020T3;95,3
Total Nacional;16 País Vasco;Indice de confianza empresarial armonizado;2020T2;98,4
Total Nacional;16 País Vasco;Indice de confianza empresarial armonizado;2020T1;131,4
Total Nacional;16 País Vasco;Indice de confianza empresarial armonizado;2019T4;130,3
Total Nacional;16 País Vasco;Indice de confianza empresarial armonizado;2019T3;137,2
Total Nacional;16 País Vasco;Indice de confianza empresarial armonizado;2019T2;132,0
Total Nacional;16 País Vasco;Indice de confianza empresarial armonizado;2019T1;132,2
Total Nacional;16 País Vasco;Indice de confianza empresarial armonizado;2018T4;135,2
Total Nacional;16 País Vasco;Indice de confianza empresarial armonizado;2018T3;137,4
Total Nacional;16 País Vasco;Indice de confianza empresarial armonizado;2018T2;136,3
Total Nacional;16 País Vasco;Indice de confianza empresarial armonizado;2018T1;135,0
Total Nacional;16 País Vasco;Indice de confianza empresarial armonizado;2017T4;132,7
Total Nacional;16 País Vasco;Indice de confianza empresarial armonizado;2017T3;136,1
Total Nacional;16 País Vasco;Indice de confianza empresarial armonizado;2017T2;133,7
Total Nacional;16 País Vasco;Indice de confianza empresarial armonizado;2017T1;130,9
Total Nacional;16 País Vasco;Indice de confianza empresarial armonizado;2016T4;129,0
Total Nacional;16 País Vasco;Indice de confianza empresarial armonizado;2016T3;130,2
Total Nacional;16 País Vasco;Indice de confianza empresarial armonizado;2016T2;126,0
Total Nacional;16 País Vasco;Indice de confianza empresarial armonizado;2016T1;129,9
Total Nacional;16 País Vasco;Indice de confianza empresarial armonizado;2015T4;128,5
Total Nacional;16 País Vasco;Indice de confianza empresarial armonizado;2015T3;128,9
Total Nacional;16 País Vasco;Indice de confianza empresarial armonizado;2015T2;126,3
Total Nacional;16 País Vasco;Indice de confianza empresarial armonizado;2015T1;122,1
Total Nacional;16 País Vasco;Indice de confianza empresarial armonizado;2014T4;123,6
Total Nacional;16 País Vasco;Indice de confianza empresarial armonizado;2014T3;124,2
Total Nacional;16 País Vasco;Indice de confianza empresarial armonizado;2014T2;113,0
Total Nacional;16 País Vasco;Indice de confianza empresarial armonizado;2014T1;111,5
Total Nacional;16 País Vasco;Indice de confianza empresarial armonizado;2013T4;111,3
Total Nacional;16 País Vasco;Indice de confianza empresarial armonizado;2013T3;105,4
Total Nacional;16 País Vasco;Indice de confianza empresarial armonizado;2013T2;104,4
Total Nacional;16 País Vasco;Indice de confianza empresarial armonizado;2013T1;100,0
Total Nacional;16 País Vasco;Situación del trimestre anterior;2023T4;2,3
Total Nacional;16 País Vasco;Situación del trimestre anterior;2023T3;10,0
Total Nacional;16 País Vasco;Situación del trimestre anterior;2023T2;-1,9
Total Nacional;16 País Vasco;Situación del trimestre anterior;2023T1;7,1
