Total Nacional;Comunidades y Ciudades Autónomas;Principales indicadores;Periodo;Total
Total Nacional;08 Castilla - La Mancha;Situación del trimestre anterior;2021T2;-27,3
Total Nacional;08 Castilla - La Mancha;Situación del trimestre anterior;2021T1;-35,1
Total Nacional;08 Castilla - La Mancha;Situación del trimestre anterior;2020T4;-42,8
Total Nacional;08 Castilla - La Mancha;Situación del trimestre anterior;2020T3;-61,1
Total Nacional;08 Castilla - La Mancha;Situación del trimestre anterior;2020T2;-43,4
Total Nacional;08 Castilla - La Mancha;Situación del trimestre anterior;2020T1;-4,0
Total Nacional;08 Castilla - La Mancha;Situación del trimestre anterior;2019T4;-3,3
Total Nacional;08 Castilla - La Mancha;Situación del trimestre anterior;2019T3;1,2
Total Nacional;08 Castilla - La Mancha;Situación del trimestre anterior;2019T2;-6,8
Total Nacional;08 Castilla - La Mancha;Situación del trimestre anterior;2019T1;2,3
Total Nacional;08 Castilla - La Mancha;Situación del trimestre anterior;2018T4;6,0
Total Nacional;08 Castilla - La Mancha;Situación del trimestre anterior;2018T3;4,0
Total Nacional;08 Castilla - La Mancha;Situación del trimestre anterior;2018T2;-8,1
Total Nacional;08 Castilla - La Mancha;Situación del trimestre anterior;2018T1;-1,2
Total Nacional;08 Castilla - La Mancha;Situación del trimestre anterior;2017T4;4,7
Total Nacional;08 Castilla - La Mancha;Situación del trimestre anterior;2017T3;2,7
Total Nacional;08 Castilla - La Mancha;Situación del trimestre anterior;2017T2;-8,8
Total Nacional;08 Castilla - La Mancha;Situación del trimestre anterior;2017T1;-3,5
Total Nacional;08 Castilla - La Mancha;Situación del trimestre anterior;2016T4;-3,0
Total Nacional;08 Castilla - La Mancha;Situación del trimestre anterior;2016T3;-7,7
Total Nacional;08 Castilla - La Mancha;Situación del trimestre anterior;2016T2;-18,6
Total Nacional;08 Castilla - La Mancha;Situación del trimestre anterior;2016T1;-2,3
Total Nacional;08 Castilla - La Mancha;Situación del trimestre anterior;2015T4;-11,6
Total Nacional;08 Castilla - La Mancha;Situación del trimestre anterior;2015T3;-8,0
Total Nacional;08 Castilla - La Mancha;Situación del trimestre anterior;2015T2;-21,6
Total Nacional;08 Castilla - La Mancha;Situación del trimestre anterior;2015T1;-20,2
Total Nacional;08 Castilla - La Mancha;Situación del trimestre anterior;2014T4;-23,0
Total Nacional;08 Castilla - La Mancha;Situación del trimestre anterior;2014T3;-28,9
Total Nacional;08 Castilla - La Mancha;Situación del trimestre anterior;2014T2;-43,8
Total Nacional;08 Castilla - La Mancha;Situación del trimestre anterior;2014T1;-40,1
Total Nacional;08 Castilla - La Mancha;Situación del trimestre anterior;2013T4;-42,1
Total Nacional;08 Castilla - La Mancha;Situación del trimestre anterior;2013T3;-41,4
Total Nacional;08 Castilla - La Mancha;Situación del trimestre anterior;2013T2;-57,2
Total Nacional;08 Castilla - La Mancha;Situación del trimestre anterior;2013T1;-58,9
Total Nacional;08 Castilla - La Mancha;Expectativas del trimestre entrante;2023T4;-4,7
Total Nacional;08 Castilla - La Mancha;Expectativas del trimestre entrante;2023T3;0,4
Total Nacional;08 Castilla - La Mancha;Expectativas del trimestre entrante;2023T2;6,1
Total Nacional;08 Castilla - La Mancha;Expectativas del trimestre entrante;2023T1;-13,9
Total Nacional;08 Castilla - La Mancha;Expectativas del trimestre entrante;2022T4;-15,0
Total Nacional;08 Castilla - La Mancha;Expectativas del trimestre entrante;2022T3;-8,3
Total Nacional;08 Castilla - La Mancha;Expectativas del trimestre entrante;2022T2;-18,5
Total Nacional;08 Castilla - La Mancha;Expectativas del trimestre entrante;2022T1;-13,4
Total Nacional;08 Castilla - La Mancha;Expectativas del trimestre entrante;2021T4;-5,8
Total Nacional;08 Castilla - La Mancha;Expectativas del trimestre entrante;2021T3;-3,2
Total Nacional;08 Castilla - La Mancha;Expectativas del trimestre entrante;2021T2;-19,9
Total Nacional;08 Castilla - La Mancha;Expectativas del trimestre entrante;2021T1;-39,3
Total Nacional;08 Castilla - La Mancha;Expectativas del trimestre entrante;2020T4;-43,8
Total Nacional;08 Castilla - La Mancha;Expectativas del trimestre entrante;2020T3;-42,5
Total Nacional;08 Castilla - La Mancha;Expectativas del trimestre entrante;2020T2;-69,8
Total Nacional;08 Castilla - La Mancha;Expectativas del trimestre entrante;2020T1;-11,2
Total Nacional;08 Castilla - La Mancha;Expectativas del trimestre entrante;2019T4;-4,2
Total Nacional;08 Castilla - La Mancha;Expectativas del trimestre entrante;2019T3;3,8
Total Nacional;08 Castilla - La Mancha;Expectativas del trimestre entrante;2019T2;1,0
Total Nacional;08 Castilla - La Mancha;Expectativas del trimestre entrante;2019T1;-2,9
Total Nacional;08 Castilla - La Mancha;Expectativas del trimestre entrante;2018T4;-3,8
Total Nacional;08 Castilla - La Mancha;Expectativas del trimestre entrante;2018T3;6,1
Total Nacional;08 Castilla - La Mancha;Expectativas del trimestre entrante;2018T2;1,2
Total Nacional;08 Castilla - La Mancha;Expectativas del trimestre entrante;2018T1;-2,2
Total Nacional;08 Castilla - La Mancha;Expectativas del trimestre entrante;2017T4;-1,0
Total Nacional;08 Castilla - La Mancha;Expectativas del trimestre entrante;2017T3;4,6
Total Nacional;08 Castilla - La Mancha;Expectativas del trimestre entrante;2017T2;8,2
Total Nacional;08 Castilla - La Mancha;Expectativas del trimestre entrante;2017T1;-7,2
Total Nacional;08 Castilla - La Mancha;Expectativas del trimestre entrante;2016T4;-8,5
Total Nacional;08 Castilla - La Mancha;Expectativas del trimestre entrante;2016T3;-9,5
Total Nacional;08 Castilla - La Mancha;Expectativas del trimestre entrante;2016T2;-7,6
Total Nacional;08 Castilla - La Mancha;Expectativas del trimestre entrante;2016T1;-11,3
Total Nacional;08 Castilla - La Mancha;Expectativas del trimestre entrante;2015T4;-8,6
Total Nacional;08 Castilla - La Mancha;Expectativas del trimestre entrante;2015T3;-7,4
Total Nacional;08 Castilla - La Mancha;Expectativas del trimestre entrante;2015T2;-7,8
Total Nacional;08 Castilla - La Mancha;Expectativas del trimestre entrante;2015T1;-23,5
Total Nacional;08 Castilla - La Mancha;Expectativas del trimestre entrante;2014T4;-24,9
Total Nacional;08 Castilla - La Mancha;Expectativas del trimestre entrante;2014T3;-21,7
Total Nacional;08 Castilla - La Mancha;Expectativas del trimestre entrante;2014T2;-29,8
Total Nacional;08 Castilla - La Mancha;Expectativas del trimestre entrante;2014T1;-42,3
Total Nacional;08 Castilla - La Mancha;Expectativas del trimestre entrante;2013T4;-41,4
Total Nacional;08 Castilla - La Mancha;Expectativas del trimestre entrante;2013T3;-43,0
Total Nacional;08 Castilla - La Mancha;Expectativas del trimestre entrante;2013T2;-47,4
Total Nacional;08 Castilla - La Mancha;Expectativas del trimestre entrante;2013T1;-63,8
Total Nacional;07 Castilla y León;Indice de confianza empresarial armonizado;2023T4;138,5
Total Nacional;07 Castilla y León;Indice de confianza empresarial armonizado;2023T3;143,7
Total Nacional;07 Castilla y León;Indice de confianza empresarial armonizado;2023T2;136,9
Total Nacional;07 Castilla y León;Indice de confianza empresarial armonizado;2023T1;132,2
Total Nacional;07 Castilla y León;Indice de confianza empresarial armonizado;2022T4;128,2
Total Nacional;07 Castilla y León;Indice de confianza empresarial armonizado;2022T3;135,4
Total Nacional;07 Castilla y León;Indice de confianza empresarial armonizado;2022T2;122,4
Total Nacional;07 Castilla y León;Indice de confianza empresarial armonizado;2022T1;130,0
Total Nacional;07 Castilla y León;Indice de confianza empresarial armonizado;2021T4;137,6
Total Nacional;07 Castilla y León;Indice de confianza empresarial armonizado;2021T3;139,3
Total Nacional;07 Castilla y León;Indice de confianza empresarial armonizado;2021T2;119,7
Total Nacional;07 Castilla y León;Indice de confianza empresarial armonizado;2021T1;114,9
Total Nacional;07 Castilla y León;Indice de confianza empresarial armonizado;2020T4;112,1
Total Nacional;07 Castilla y León;Indice de confianza empresarial armonizado;2020T3;100,6
Total Nacional;07 Castilla y León;Indice de confianza empresarial armonizado;2020T2;99,9
Total Nacional;07 Castilla y León;Indice de confianza empresarial armonizado;2020T1;131,3
Total Nacional;07 Castilla y León;Indice de confianza empresarial armonizado;2019T4;135,1
Total Nacional;07 Castilla y León;Indice de confianza empresarial armonizado;2019T3;140,2
Total Nacional;07 Castilla y León;Indice de confianza empresarial armonizado;2019T2;133,7
Total Nacional;07 Castilla y León;Indice de confianza empresarial armonizado;2019T1;136,3
Total Nacional;07 Castilla y León;Indice de confianza empresarial armonizado;2018T4;138,2
Total Nacional;07 Castilla y León;Indice de confianza empresarial armonizado;2018T3;141,4
Total Nacional;07 Castilla y León;Indice de confianza empresarial armonizado;2018T2;139,3
Total Nacional;07 Castilla y León;Indice de confianza empresarial armonizado;2018T1;138,2
Total Nacional;07 Castilla y León;Indice de confianza empresarial armonizado;2017T4;142,1
Total Nacional;07 Castilla y León;Indice de confianza empresarial armonizado;2017T3;142,7
Total Nacional;07 Castilla y León;Indice de confianza empresarial armonizado;2017T2;137,2
Total Nacional;07 Castilla y León;Indice de confianza empresarial armonizado;2017T1;135,3
Total Nacional;07 Castilla y León;Indice de confianza empresarial armonizado;2016T4;135,8
Total Nacional;07 Castilla y León;Indice de confianza empresarial armonizado;2016T3;135,3
Total Nacional;07 Castilla y León;Indice de confianza empresarial armonizado;2016T2;132,0
Total Nacional;07 Castilla y León;Indice de confianza empresarial armonizado;2016T1;133,1
Total Nacional;07 Castilla y León;Indice de confianza empresarial armonizado;2015T4;137,1
Total Nacional;07 Castilla y León;Indice de confianza empresarial armonizado;2015T3;134,4
Total Nacional;07 Castilla y León;Indice de confianza empresarial armonizado;2015T2;129,9
Total Nacional;07 Castilla y León;Indice de confianza empresarial armonizado;2015T1;124,6
Total Nacional;07 Castilla y León;Indice de confianza empresarial armonizado;2014T4;126,0
Total Nacional;07 Castilla y León;Indice de confianza empresarial armonizado;2014T3;127,5
Total Nacional;07 Castilla y León;Indice de confianza empresarial armonizado;2014T2;119,9
Total Nacional;07 Castilla y León;Indice de confianza empresarial armonizado;2014T1;113,0
Total Nacional;07 Castilla y León;Indice de confianza empresarial armonizado;2013T4;115,5
Total Nacional;07 Castilla y León;Indice de confianza empresarial armonizado;2013T3;110,8
Total Nacional;07 Castilla y León;Indice de confianza empresarial armonizado;2013T2;103,2
Total Nacional;07 Castilla y León;Indice de confianza empresarial armonizado;2013T1;100,0
Total Nacional;07 Castilla y León;Situación del trimestre anterior;2023T4;4,1
Total Nacional;07 Castilla y León;Situación del trimestre anterior;2023T3;6,5
Total Nacional;07 Castilla y León;Situación del trimestre anterior;2023T2;-6,3
Total Nacional;07 Castilla y León;Situación del trimestre anterior;2023T1;-0,6
Total Nacional;07 Castilla y León;Situación del trimestre anterior;2022T4;-5,8
Total Nacional;07 Castilla y León;Situación del trimestre anterior;2022T3;-4,0
Total Nacional;07 Castilla y León;Situación del trimestre anterior;2022T2;-23,4
Total Nacional;07 Castilla y León;Situación del trimestre anterior;2022T1;-3,3
Total Nacional;07 Castilla y León;Situación del trimestre anterior;2021T4;2,8
Total Nacional;07 Castilla y León;Situación del trimestre anterior;2021T3;-5,7
Total Nacional;07 Castilla y León;Situación del trimestre anterior;2021T2;-34,9
Total Nacional;07 Castilla y León;Situación del trimestre anterior;2021T1;-29,6
Total Nacional;07 Castilla y León;Situación del trimestre anterior;2020T4;-33,1
Total Nacional;07 Castilla y León;Situación del trimestre anterior;2020T3;-63,6
Total Nacional;07 Castilla y León;Situación del trimestre anterior;2020T2;-39,7
Total Nacional;07 Castilla y León;Situación del trimestre anterior;2020T1;-0,6
Total Nacional;07 Castilla y León;Situación del trimestre anterior;2019T4;1,9
Total Nacional;07 Castilla y León;Situación del trimestre anterior;2019T3;-0,2
Total Nacional;07 Castilla y León;Situación del trimestre anterior;2019T2;-11,7
Total Nacional;07 Castilla y León;Situación del trimestre anterior;2019T1;1,5
Total Nacional;07 Castilla y León;Situación del trimestre anterior;2018T4;3,6
Total Nacional;07 Castilla y León;Situación del trimestre anterior;2018T3;-1,6
Total Nacional;07 Castilla y León;Situación del trimestre anterior;2018T2;-6,1
Total Nacional;07 Castilla y León;Situación del trimestre anterior;2018T1;5,2
Total Nacional;07 Castilla y León;Situación del trimestre anterior;2017T4;7,9
Total Nacional;07 Castilla y León;Situación del trimestre anterior;2017T3;3,7
Total Nacional;07 Castilla y León;Situación del trimestre anterior;2017T2;-7,7
Total Nacional;07 Castilla y León;Situación del trimestre anterior;2017T1;1,1
Total Nacional;07 Castilla y León;Situación del trimestre anterior;2016T4;1,1
Total Nacional;07 Castilla y León;Situación del trimestre anterior;2016T3;-8,1
Total Nacional;07 Castilla y León;Situación del trimestre anterior;2016T2;-15,6
Total Nacional;07 Castilla y León;Situación del trimestre anterior;2016T1;-2,8
Total Nacional;07 Castilla y León;Situación del trimestre anterior;2015T4;0,8
Total Nacional;07 Castilla y León;Situación del trimestre anterior;2015T3;-9,4
Total Nacional;07 Castilla y León;Situación del trimestre anterior;2015T2;-20,4
Total Nacional;07 Castilla y León;Situación del trimestre anterior;2015T1;-16,4
Total Nacional;07 Castilla y León;Situación del trimestre anterior;2014T4;-16,3
Total Nacional;07 Castilla y León;Situación del trimestre anterior;2014T3;-19,7
Total Nacional;07 Castilla y León;Situación del trimestre anterior;2014T2;-33,5
Total Nacional;07 Castilla y León;Situación del trimestre anterior;2014T1;-33,5
Total Nacional;07 Castilla y León;Situación del trimestre anterior;2013T4;-30,9
Total Nacional;07 Castilla y León;Situación del trimestre anterior;2013T3;-43,6
Total Nacional;07 Castilla y León;Situación del trimestre anterior;2013T2;-56,3
Total Nacional;07 Castilla y León;Situación del trimestre anterior;2013T1;-52,4
Total Nacional;07 Castilla y León;Expectativas del trimestre entrante;2023T4;-4,9
Total Nacional;07 Castilla y León;Expectativas del trimestre entrante;2023T3;7,7
Total Nacional;07 Castilla y León;Expectativas del trimestre entrante;2023T2;0,9
Total Nacional;07 Castilla y León;Expectativas del trimestre entrante;2023T1;-18,1
Total Nacional;07 Castilla y León;Expectativas del trimestre entrante;2022T4;-24,2
Total Nacional;07 Castilla y León;Expectativas del trimestre entrante;2022T3;-5,8
Total Nacional;07 Castilla y León;Expectativas del trimestre entrante;2022T2;-23,8
Total Nacional;07 Castilla y León;Expectativas del trimestre entrante;2022T1;-21,6
Total Nacional;07 Castilla y León;Expectativas del trimestre entrante;2021T4;-6,0
Total Nacional;07 Castilla y León;Expectativas del trimestre entrante;2021T3;7,3
Total Nacional;07 Castilla y León;Expectativas del trimestre entrante;2021T2;-19,7
Total Nacional;07 Castilla y León;Expectativas del trimestre entrante;2021T1;-39,1
Total Nacional;07 Castilla y León;Expectativas del trimestre entrante;2020T4;-43,5
Total Nacional;07 Castilla y León;Expectativas del trimestre entrante;2020T3;-45,8
Total Nacional;07 Castilla y León;Expectativas del trimestre entrante;2020T2;-70,6
Total Nacional;07 Castilla y León;Expectativas del trimestre entrante;2020T1;-20,4
Total Nacional;07 Castilla y León;Expectativas del trimestre entrante;2019T4;-12,2
Total Nacional;07 Castilla y León;Expectativas del trimestre entrante;2019T3;4,2
Total Nacional;07 Castilla y León;Expectativas del trimestre entrante;2019T2;-2,7
Total Nacional;07 Castilla y León;Expectativas del trimestre entrante;2019T1;-8,6
Total Nacional;07 Castilla y León;Expectativas del trimestre entrante;2018T4;-5,3
Total Nacional;07 Castilla y León;Expectativas del trimestre entrante;2018T3;9,2
Total Nacional;07 Castilla y León;Expectativas del trimestre entrante;2018T2;7,8
Total Nacional;07 Castilla y León;Expectativas del trimestre entrante;2018T1;-6,8
Total Nacional;07 Castilla y León;Expectativas del trimestre entrante;2017T4;1,7
Total Nacional;07 Castilla y León;Expectativas del trimestre entrante;2017T3;7,6
