,Comunidad Autónoma,Forma jurídica,Sociedades o Capital desembolsado,Año,Número Sociedades/Capital,Población
2055,"15 Navarra, Comunidad Foral de","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2014,0.0,640.790
2056,"15 Navarra, Comunidad Foral de","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2013,0.0,644.477
2057,"15 Navarra, Comunidad Foral de","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2012,0.0,644.566
2058,"15 Navarra, Comunidad Foral de","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2011,0.0,642.051
2059,"15 Navarra, Comunidad Foral de","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2010,0.0,636.924
2060,"15 Navarra, Comunidad Foral de","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2009,0.0,630.578
2061,"15 Navarra, Comunidad Foral de","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2008,0.0,620.377
2062,"15 Navarra, Comunidad Foral de","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2007,0.0,605.876
2063,"15 Navarra, Comunidad Foral de","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2006,0.0,601.874
2064,"15 Navarra, Comunidad Foral de","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2005,0.0,593.472
2065,"15 Navarra, Comunidad Foral de","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2004,0.0,584.734
2066,"15 Navarra, Comunidad Foral de","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2003,0.0,578.210
2067,"15 Navarra, Comunidad Foral de","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2002,0.0,569.628
2068,"15 Navarra, Comunidad Foral de","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2001,3.0,556.263
2069,"15 Navarra, Comunidad Foral de","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2000,0.0,543.757
2070,16 País Vasco,S.A.,Número de Sociedades,2022,22.0,2.205.826
2071,16 País Vasco,S.A.,Número de Sociedades,2021,21.0,2.213.993
2072,16 País Vasco,S.A.,Número de Sociedades,2020,18.0,2.220.504
2073,16 País Vasco,S.A.,Número de Sociedades,2019,16.0,2.207.776
2074,16 País Vasco,S.A.,Número de Sociedades,2018,10.0,2.199.088
2075,16 País Vasco,S.A.,Número de Sociedades,2017,16.0,2.194.158
2076,16 País Vasco,S.A.,Número de Sociedades,2016,6.0,2.189.534
2077,16 País Vasco,S.A.,Número de Sociedades,2015,14.0,2.189.257
2078,16 País Vasco,S.A.,Número de Sociedades,2014,25.0,2.188.985
2079,16 País Vasco,S.A.,Número de Sociedades,2013,17.0,2.191.682
2080,16 País Vasco,S.A.,Número de Sociedades,2012,25.0,2.193.093
2081,16 País Vasco,S.A.,Número de Sociedades,2011,34.0,2.184.606
2082,16 País Vasco,S.A.,Número de Sociedades,2010,45.0,2.178.339
2083,16 País Vasco,S.A.,Número de Sociedades,2009,40.0,2.172.175
2084,16 País Vasco,S.A.,Número de Sociedades,2008,57.0,2.157.112
2085,16 País Vasco,S.A.,Número de Sociedades,2007,99.0,2.141.860
2086,16 País Vasco,S.A.,Número de Sociedades,2006,83.0,2.133.684
2087,16 País Vasco,S.A.,Número de Sociedades,2005,103.0,2.124.846
2088,16 País Vasco,S.A.,Número de Sociedades,2004,111.0,2.115.279
2089,16 País Vasco,S.A.,Número de Sociedades,2003,130.0,2.112.204
2090,16 País Vasco,S.A.,Número de Sociedades,2002,151.0,2.108.281
2091,16 País Vasco,S.A.,Número de Sociedades,2001,188.0,2.101.478
2092,16 País Vasco,S.A.,Número de Sociedades,2000,270.0,2.098.596
2093,16 País Vasco,S.A.,capital (en miles de euros) desembolsado,2022,9.151,2.205.826
2094,16 País Vasco,S.A.,capital (en miles de euros) desembolsado,2021,168.72,2.213.993
2095,16 País Vasco,S.A.,capital (en miles de euros) desembolsado,2020,3.959,2.220.504
2096,16 País Vasco,S.A.,capital (en miles de euros) desembolsado,2019,7.044,2.207.776
2097,16 País Vasco,S.A.,capital (en miles de euros) desembolsado,2018,19.211,2.199.088
2098,16 País Vasco,S.A.,capital (en miles de euros) desembolsado,2017,16.75,2.194.158
2099,16 País Vasco,S.A.,capital (en miles de euros) desembolsado,2016,3.208,2.189.534
2100,16 País Vasco,S.A.,capital (en miles de euros) desembolsado,2015,2.272,2.189.257
2101,16 País Vasco,S.A.,capital (en miles de euros) desembolsado,2014,16.515,2.188.985
2102,16 País Vasco,S.A.,capital (en miles de euros) desembolsado,2013,64.777,2.191.682
2103,16 País Vasco,S.A.,capital (en miles de euros) desembolsado,2012,24.006,2.193.093
2104,16 País Vasco,S.A.,capital (en miles de euros) desembolsado,2011,32.06,2.184.606
2105,16 País Vasco,S.A.,capital (en miles de euros) desembolsado,2010,318.046,2.178.339
2106,16 País Vasco,S.A.,capital (en miles de euros) desembolsado,2009,22.774,2.172.175
2107,16 País Vasco,S.A.,capital (en miles de euros) desembolsado,2008,34.497,2.157.112
2108,16 País Vasco,S.A.,capital (en miles de euros) desembolsado,2007,63.506,2.141.860
2109,16 País Vasco,S.A.,capital (en miles de euros) desembolsado,2006,59.777,2.133.684
2110,16 País Vasco,S.A.,capital (en miles de euros) desembolsado,2005,96.164,2.124.846
2111,16 País Vasco,S.A.,capital (en miles de euros) desembolsado,2004,152.738,2.115.279
2112,16 País Vasco,S.A.,capital (en miles de euros) desembolsado,2003,209.909,2.112.204
2113,16 País Vasco,S.A.,capital (en miles de euros) desembolsado,2002,42.369,2.108.281
2114,16 País Vasco,S.A.,capital (en miles de euros) desembolsado,2001,136.045,2.101.478
2115,16 País Vasco,S.A.,capital (en miles de euros) desembolsado,2000,902.159,2.098.596
2116,16 País Vasco,S.L.,Número de Sociedades,2022,3.032,2.205.826
2117,16 País Vasco,S.L.,Número de Sociedades,2021,3.117,2.213.993
2118,16 País Vasco,S.L.,Número de Sociedades,2020,2.586,2.220.504
2119,16 País Vasco,S.L.,Número de Sociedades,2019,3.075,2.207.776
2120,16 País Vasco,S.L.,Número de Sociedades,2018,3.065,2.199.088
2121,16 País Vasco,S.L.,Número de Sociedades,2017,2.944,2.194.158
2122,16 País Vasco,S.L.,Número de Sociedades,2016,3.001,2.189.534
2123,16 País Vasco,S.L.,Número de Sociedades,2015,3.123,2.189.257
2124,16 País Vasco,S.L.,Número de Sociedades,2014,3.422,2.188.985
2125,16 País Vasco,S.L.,Número de Sociedades,2013,3.186,2.191.682
2126,16 País Vasco,S.L.,Número de Sociedades,2012,2.976,2.193.093
2127,16 País Vasco,S.L.,Número de Sociedades,2011,3.07,2.184.606
2128,16 País Vasco,S.L.,Número de Sociedades,2010,3.1,2.178.339
2129,16 País Vasco,S.L.,Número de Sociedades,2009,2.914,2.172.175
2130,16 País Vasco,S.L.,Número de Sociedades,2008,4.022,2.157.112
2131,16 País Vasco,S.L.,Número de Sociedades,2007,5.58,2.141.860
2132,16 País Vasco,S.L.,Número de Sociedades,2006,5.396,2.133.684
2133,16 País Vasco,S.L.,Número de Sociedades,2005,4.837,2.124.846
2134,16 País Vasco,S.L.,Número de Sociedades,2004,4.854,2.115.279
2135,16 País Vasco,S.L.,Número de Sociedades,2003,4.494,2.112.204
2136,16 País Vasco,S.L.,Número de Sociedades,2002,4.294,2.108.281
2137,16 País Vasco,S.L.,Número de Sociedades,2001,4.594,2.101.478
2138,16 País Vasco,S.L.,Número de Sociedades,2000,4.942,2.098.596
2139,16 País Vasco,S.L.,capital (en miles de euros) desembolsado,2022,149.615,2.205.826
2140,16 País Vasco,S.L.,capital (en miles de euros) desembolsado,2021,173.221,2.213.993
2141,16 País Vasco,S.L.,capital (en miles de euros) desembolsado,2020,97.611,2.220.504
2142,16 País Vasco,S.L.,capital (en miles de euros) desembolsado,2019,214.207,2.207.776
2143,16 País Vasco,S.L.,capital (en miles de euros) desembolsado,2018,234.003,2.199.088
2144,16 País Vasco,S.L.,capital (en miles de euros) desembolsado,2017,213.39,2.194.158
2145,16 País Vasco,S.L.,capital (en miles de euros) desembolsado,2016,204.843,2.189.534
2146,16 País Vasco,S.L.,capital (en miles de euros) desembolsado,2015,139.85,2.189.257
2147,16 País Vasco,S.L.,capital (en miles de euros) desembolsado,2014,846.387,2.188.985
2148,16 País Vasco,S.L.,capital (en miles de euros) desembolsado,2013,278.838,2.191.682
2149,16 País Vasco,S.L.,capital (en miles de euros) desembolsado,2012,198.692,2.193.093
2150,16 País Vasco,S.L.,capital (en miles de euros) desembolsado,2011,152.326,2.184.606
2151,16 País Vasco,S.L.,capital (en miles de euros) desembolsado,2010,967.253,2.178.339
2152,16 País Vasco,S.L.,capital (en miles de euros) desembolsado,2009,253.979,2.172.175
2153,16 País Vasco,S.L.,capital (en miles de euros) desembolsado,2008,328.982,2.157.112
2154,16 País Vasco,S.L.,capital (en miles de euros) desembolsado,2007,629.397,2.141.860
2155,16 País Vasco,S.L.,capital (en miles de euros) desembolsado,2006,637.529,2.133.684
2156,16 País Vasco,S.L.,capital (en miles de euros) desembolsado,2005,533.641,2.124.846
2157,16 País Vasco,S.L.,capital (en miles de euros) desembolsado,2004,394.185,2.115.279
2158,16 País Vasco,S.L.,capital (en miles de euros) desembolsado,2003,405.125,2.112.204
2159,16 País Vasco,S.L.,capital (en miles de euros) desembolsado,2002,389.445,2.108.281
2160,16 País Vasco,S.L.,capital (en miles de euros) desembolsado,2001,527.614,2.101.478
2161,16 País Vasco,S.L.,capital (en miles de euros) desembolsado,2000,,2.098.596
2162,16 País Vasco,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2022,1.0,2.205.826
2163,16 País Vasco,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2021,0.0,2.213.993
2164,16 País Vasco,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2020,0.0,2.220.504
2165,16 País Vasco,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2019,0.0,2.207.776
2166,16 País Vasco,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2018,0.0,2.199.088
2167,16 País Vasco,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2017,0.0,2.194.158
2168,16 País Vasco,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2016,1.0,2.189.534
2169,16 País Vasco,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2015,0.0,2.189.257
2170,16 País Vasco,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2014,0.0,2.188.985
2171,16 País Vasco,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2013,0.0,2.191.682
2172,16 País Vasco,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2012,0.0,2.193.093
2173,16 País Vasco,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2011,0.0,2.184.606
2174,16 País Vasco,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2010,1.0,2.178.339
2175,16 País Vasco,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2009,0.0,2.172.175
2176,16 País Vasco,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2008,0.0,2.157.112
2177,16 País Vasco,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2007,0.0,2.141.860
2178,16 País Vasco,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2006,0.0,2.133.684
2179,16 País Vasco,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2005,1.0,2.124.846
2180,16 País Vasco,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2004,0.0,2.115.279
2181,16 País Vasco,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2003,1.0,2.112.204
2182,16 País Vasco,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2002,0.0,2.108.281
2183,16 País Vasco,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2001,1.0,2.101.478
2184,16 País Vasco,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2000,0.0,2.098.596
2185,16 País Vasco,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2022,1.0,2.205.826
2186,16 País Vasco,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2021,0.0,2.213.993
2187,16 País Vasco,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2020,0.0,2.220.504
2188,16 País Vasco,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2019,0.0,2.207.776
2189,16 País Vasco,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2018,0.0,2.199.088
2190,16 País Vasco,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2017,0.0,2.194.158
2191,16 País Vasco,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2016,103.0,2.189.534
2192,16 País Vasco,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2015,0.0,2.189.257
2193,16 País Vasco,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2014,0.0,2.188.985
2194,16 País Vasco,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2013,0.0,2.191.682
2195,16 País Vasco,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2012,0.0,2.193.093
2196,16 País Vasco,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2011,0.0,2.184.606
2197,16 País Vasco,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2010,0.0,2.178.339
2198,16 País Vasco,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2009,0.0,2.172.175
2199,16 País Vasco,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2008,0.0,2.157.112
2200,16 País Vasco,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2007,0.0,2.141.860
2201,16 País Vasco,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2006,0.0,2.133.684
2202,16 País Vasco,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2005,3.0,2.124.846
2203,16 País Vasco,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2004,0.0,2.115.279
2204,16 País Vasco,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2003,30.0,2.112.204
2205,16 País Vasco,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2002,0.0,2.108.281
2206,16 País Vasco,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2001,3.0,2.101.478
2207,16 País Vasco,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2000,0.0,2.098.596
2208,"17 Rioja, La",S.A.,Número de Sociedades,2022,2.0,319.617
2209,"17 Rioja, La",S.A.,Número de Sociedades,2021,0.0,319.796
2210,"17 Rioja, La",S.A.,Número de Sociedades,2020,1.0,319.914
2211,"17 Rioja, La",S.A.,Número de Sociedades,2019,2.0,316.798
2212,"17 Rioja, La",S.A.,Número de Sociedades,2018,0.0,315.675
2213,"17 Rioja, La",S.A.,Número de Sociedades,2017,0.0,315.381
2214,"17 Rioja, La",S.A.,Número de Sociedades,2016,3.0,315.794
2215,"17 Rioja, La",S.A.,Número de Sociedades,2015,2.0,317.053
2216,"17 Rioja, La",S.A.,Número de Sociedades,2014,2.0,319.002
2217,"17 Rioja, La",S.A.,Número de Sociedades,2013,1.0,322.027
2218,"17 Rioja, La",S.A.,Número de Sociedades,2012,3.0,323.609
2219,"17 Rioja, La",S.A.,Número de Sociedades,2011,0.0,322.955
2220,"17 Rioja, La",S.A.,Número de Sociedades,2010,3.0,322.415
2221,"17 Rioja, La",S.A.,Número de Sociedades,2009,4.0,321.702
2222,"17 Rioja, La",S.A.,Número de Sociedades,2008,5.0,317.501
2223,"17 Rioja, La",S.A.,Número de Sociedades,2007,16.0,308.968
2224,"17 Rioja, La",S.A.,Número de Sociedades,2006,9.0,306.377
2225,"17 Rioja, La",S.A.,Número de Sociedades,2005,10.0,301.084
2226,"17 Rioja, La",S.A.,Número de Sociedades,2004,12.0,293.553
2227,"17 Rioja, La",S.A.,Número de Sociedades,2003,16.0,287.390
2228,"17 Rioja, La",S.A.,Número de Sociedades,2002,19.0,281.614
2229,"17 Rioja, La",S.A.,Número de Sociedades,2001,32.0,270.400
2230,"17 Rioja, La",S.A.,Número de Sociedades,2000,23.0,264.178
2231,"17 Rioja, La",S.A.,capital (en miles de euros) desembolsado,2022,12.75,319.617
2232,"17 Rioja, La",S.A.,capital (en miles de euros) desembolsado,2021,0.0,319.796
2233,"17 Rioja, La",S.A.,capital (en miles de euros) desembolsado,2020,60.0,319.914
2234,"17 Rioja, La",S.A.,capital (en miles de euros) desembolsado,2019,4.015,316.798
2235,"17 Rioja, La",S.A.,capital (en miles de euros) desembolsado,2018,0.0,315.675
2236,"17 Rioja, La",S.A.,capital (en miles de euros) desembolsado,2017,0.0,315.381
2237,"17 Rioja, La",S.A.,capital (en miles de euros) desembolsado,2016,1.158,315.794
2238,"17 Rioja, La",S.A.,capital (en miles de euros) desembolsado,2015,900.0,317.053
2239,"17 Rioja, La",S.A.,capital (en miles de euros) desembolsado,2014,2.0,319.002
2240,"17 Rioja, La",S.A.,capital (en miles de euros) desembolsado,2013,300.0,322.027
2241,"17 Rioja, La",S.A.,capital (en miles de euros) desembolsado,2012,2.56,323.609
2242,"17 Rioja, La",S.A.,capital (en miles de euros) desembolsado,2011,0.0,322.955
2243,"17 Rioja, La",S.A.,capital (en miles de euros) desembolsado,2010,675.0,322.415
2244,"17 Rioja, La",S.A.,capital (en miles de euros) desembolsado,2009,9.227,321.702
2245,"17 Rioja, La",S.A.,capital (en miles de euros) desembolsado,2008,790.0,317.501
2246,"17 Rioja, La",S.A.,capital (en miles de euros) desembolsado,2007,1.672,308.968
2247,"17 Rioja, La",S.A.,capital (en miles de euros) desembolsado,2006,365.0,306.377
2248,"17 Rioja, La",S.A.,capital (en miles de euros) desembolsado,2005,565.0,301.084
2249,"17 Rioja, La",S.A.,capital (en miles de euros) desembolsado,2004,2.217,293.553
2250,"17 Rioja, La",S.A.,capital (en miles de euros) desembolsado,2003,2.428,287.390
2251,"17 Rioja, La",S.A.,capital (en miles de euros) desembolsado,2002,8.552,281.614
2252,"17 Rioja, La",S.A.,capital (en miles de euros) desembolsado,2001,22.568,270.400
2253,"17 Rioja, La",S.A.,capital (en miles de euros) desembolsado,2000,400.082,264.178
2254,"17 Rioja, La",S.L.,Número de Sociedades,2022,393.0,319.617
2255,"17 Rioja, La",S.L.,Número de Sociedades,2021,431.0,319.796
2256,"17 Rioja, La",S.L.,Número de Sociedades,2020,350.0,319.914
2257,"17 Rioja, La",S.L.,Número de Sociedades,2019,441.0,316.798
2258,"17 Rioja, La",S.L.,Número de Sociedades,2018,405.0,315.675
2259,"17 Rioja, La",S.L.,Número de Sociedades,2017,408.0,315.381
2260,"17 Rioja, La",S.L.,Número de Sociedades,2016,568.0,315.794
2261,"17 Rioja, La",S.L.,Número de Sociedades,2015,423.0,317.053
2262,"17 Rioja, La",S.L.,Número de Sociedades,2014,446.0,319.002
2263,"17 Rioja, La",S.L.,Número de Sociedades,2013,409.0,322.027
2264,"17 Rioja, La",S.L.,Número de Sociedades,2012,436.0,323.609
2265,"17 Rioja, La",S.L.,Número de Sociedades,2011,382.0,322.955
2266,"17 Rioja, La",S.L.,Número de Sociedades,2010,399.0,322.415
2267,"17 Rioja, La",S.L.,Número de Sociedades,2009,376.0,321.702
2268,"17 Rioja, La",S.L.,Número de Sociedades,2008,562.0,317.501
2269,"17 Rioja, La",S.L.,Número de Sociedades,2007,826.0,308.968
2270,"17 Rioja, La",S.L.,Número de Sociedades,2006,706.0,306.377
2271,"17 Rioja, La",S.L.,Número de Sociedades,2005,688.0,301.084
2272,"17 Rioja, La",S.L.,Número de Sociedades,2004,666.0,293.553
2273,"17 Rioja, La",S.L.,Número de Sociedades,2003,588.0,287.390
2274,"17 Rioja, La",S.L.,Número de Sociedades,2002,524.0,281.614
2275,"17 Rioja, La",S.L.,Número de Sociedades,2001,493.0,270.400
2276,"17 Rioja, La",S.L.,Número de Sociedades,2000,518.0,264.178
2277,"17 Rioja, La",S.L.,capital (en miles de euros) desembolsado,2022,37.164,319.617
2278,"17 Rioja, La",S.L.,capital (en miles de euros) desembolsado,2021,15.522,319.796
2279,"17 Rioja, La",S.L.,capital (en miles de euros) desembolsado,2020,12.273,319.914
2280,"17 Rioja, La",S.L.,capital (en miles de euros) desembolsado,2019,39.031,316.798
2281,"17 Rioja, La",S.L.,capital (en miles de euros) desembolsado,2018,40.036,315.675
2282,"17 Rioja, La",S.L.,capital (en miles de euros) desembolsado,2017,33.231,315.381
2283,"17 Rioja, La",S.L.,capital (en miles de euros) desembolsado,2016,44.747,315.794
2284,"17 Rioja, La",S.L.,capital (en miles de euros) desembolsado,2015,47.828,317.053
2285,"17 Rioja, La",S.L.,capital (en miles de euros) desembolsado,2014,63.669,319.002
2286,"17 Rioja, La",S.L.,capital (en miles de euros) desembolsado,2013,16.742,322.027
2287,"17 Rioja, La",S.L.,capital (en miles de euros) desembolsado,2012,8.989,323.609
2288,"17 Rioja, La",S.L.,capital (en miles de euros) desembolsado,2011,52.287,322.955
2289,"17 Rioja, La",S.L.,capital (en miles de euros) desembolsado,2010,10.965,322.415
2290,"17 Rioja, La",S.L.,capital (en miles de euros) desembolsado,2009,11.282,321.702
2291,"17 Rioja, La",S.L.,capital (en miles de euros) desembolsado,2008,13.789,317.501
2292,"17 Rioja, La",S.L.,capital (en miles de euros) desembolsado,2007,66.186,308.968
2293,"17 Rioja, La",S.L.,capital (en miles de euros) desembolsado,2006,20.135,306.377
2294,"17 Rioja, La",S.L.,capital (en miles de euros) desembolsado,2005,45.87,301.084
2295,"17 Rioja, La",S.L.,capital (en miles de euros) desembolsado,2004,42.19,293.553
2296,"17 Rioja, La",S.L.,capital (en miles de euros) desembolsado,2003,18.197,287.390
2297,"17 Rioja, La",S.L.,capital (en miles de euros) desembolsado,2002,36.433,281.614
2298,"17 Rioja, La",S.L.,capital (en miles de euros) desembolsado,2001,22.129,270.400
2299,"17 Rioja, La",S.L.,capital (en miles de euros) desembolsado,2000,,264.178
2300,"17 Rioja, La","S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2022,0.0,319.617
2301,"17 Rioja, La","S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2021,0.0,319.796
2302,"17 Rioja, La","S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2020,0.0,319.914
2303,"17 Rioja, La","S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2019,0.0,316.798
2304,"17 Rioja, La","S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2018,0.0,315.675
2305,"17 Rioja, La","S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2017,0.0,315.381
2306,"17 Rioja, La","S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2016,0.0,315.794
2307,"17 Rioja, La","S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2015,0.0,317.053
2308,"17 Rioja, La","S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2014,0.0,319.002
2309,"17 Rioja, La","S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2013,0.0,322.027
2310,"17 Rioja, La","S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2012,0.0,323.609
2311,"17 Rioja, La","S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2011,0.0,322.955
2312,"17 Rioja, La","S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2010,0.0,322.415
2313,"17 Rioja, La","S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2009,0.0,321.702
2314,"17 Rioja, La","S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2008,0.0,317.501
2315,"17 Rioja, La","S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2007,0.0,308.968
2316,"17 Rioja, La","S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2006,0.0,306.377
2317,"17 Rioja, La","S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2005,0.0,301.084
2318,"17 Rioja, La","S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2004,1.0,293.553
2319,"17 Rioja, La","S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2003,0.0,287.390
2320,"17 Rioja, La","S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2002,0.0,281.614
2321,"17 Rioja, La","S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2001,0.0,270.400
2322,"17 Rioja, La","S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2000,0.0,264.178
2323,"17 Rioja, La","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2022,0.0,319.617
2324,"17 Rioja, La","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2021,0.0,319.796
2325,"17 Rioja, La","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2020,0.0,319.914
2326,"17 Rioja, La","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2019,0.0,316.798
2327,"17 Rioja, La","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2018,0.0,315.675
2328,"17 Rioja, La","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2017,0.0,315.381
2329,"17 Rioja, La","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2016,0.0,315.794
2330,"17 Rioja, La","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2015,0.0,317.053
2331,"17 Rioja, La","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2014,0.0,319.002
2332,"17 Rioja, La","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2013,0.0,322.027
2333,"17 Rioja, La","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2012,0.0,323.609
2334,"17 Rioja, La","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2011,0.0,322.955
2335,"17 Rioja, La","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2010,0.0,322.415
2336,"17 Rioja, La","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2009,0.0,321.702
2337,"17 Rioja, La","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2008,0.0,317.501
2338,"17 Rioja, La","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2007,0.0,308.968
2339,"17 Rioja, La","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2006,0.0,306.377
2340,"17 Rioja, La","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2005,0.0,301.084
2341,"17 Rioja, La","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2004,3.0,293.553
2342,"17 Rioja, La","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2003,0.0,287.390
2343,"17 Rioja, La","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2002,0.0,281.614
2344,"17 Rioja, La","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2001,0.0,270.400
2345,"17 Rioja, La","S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2000,0.0,264.178
2346,18 Ceuta,S.A.,Número de Sociedades,2022,1.0,83.051
